Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"O Brother, Where Art Thou (Various Artists)",Nashville,US,US-TN,en
O.A.R.,Rockville,US,US-MD,en
OG Maco,College Park,US,US-GA,en
OI POLLOI,Edinburgh,GB,GB-EDH,en
OMC,Auckland,NZ,NZ-AUK,en
Obed Edom,Mexico City,MX,MX-CMX,es
Oesch’s die Dritten,Unterlangenegg,CH,CH-BE,de
Oliver Cheatham,Detroit,US,US-MI,en
"Olivia Newton-John, John Travolta",Cambridge,GB,GB-CAM,en
Orquesta Mondragón,San Sebastián,ES,ES-SS,es
Osborne Brothers,Hyden,US,US-KY,en
Osees,San Francisco,US,US-CA,en
Osoku,Tokyo,JP,JP-13,ja
Oteil And The Peacemakers,Birmingham,US,US-AL,en
Ought,Montreal,CA,CA-QC,en
Overation Ivy,Berkeley,US,US-CA,en
P-Square,Lagos,NG,NG-LA,en
"PACKS",Toronto,CA,CA-ON,en
Palmbomen,Breda,NL,NL-NB,en
Pan Head,Kingston,JM,JM-01,en
Panderator,Berlin,DE,DE-BE,en
Paper Ceilings,Grand Rapids,US,US-MI,en
Paper Route,Nashville,US,US-TN,en
Papercuts,San Francisco,US,US-CA,en
Paris Combo,Paris,FR,FR-75,fr
Pastel,London,GB,GB-LND,en
"Pat Martino, Sonny Rollins",Philadelphia,US,US-PA,en
Patrulla 81,Durango,MX,MX-DUR,es
Patti Smith Group,New York City,US,US-NY,en
Paul Engemann,Miami,US,US-FL,en
Paul McCartney And Wings,London,GB,GB-LND,en
Paul Oakenfold,London,GB,GB-LND,en
Paul Young,Luton,GB,GB-Luton,en
Paula Cole,Rockport,US,US-MA,en
Pearly Queen,London,GB,GB-LND,en
Pekatralatak,Strasbourg,FR,FR-67,fr
Pete Drake,Augusta,US,US-GA,en
Pete and the Pirates,Reading,GB,GB-RDG,en
Peter Bjorn & John,Stockholm,SE,SE-AB,en
"Peter Gabriel Feat. Kate Bush",Chobham,GB,GB-SRY,en
Peter Green,London,GB,GB-LND,en
Peter White,Luton,GB,GB-Luton,en
"Phil Woods & Donald Byrd",Springfield,US,US-MA,en
Philip Oakey & Giorgio Moroder,Sheffield,GB,GB-SHF,en
"Phillip Bailey, Phil Collins",Denver,US,US-CO,en
Pickin' On Series,Nashville,US,US-TN,en
Pig Destroyer,Alexandria,US,US-VA,en
Pigeon Pit,Olympia,US,US-WA,en
Pigeons Playing Ping Pong,Baltimore,US,US-MD,en
Pino D'Angiò,Pompei,IT,IT-NA,it
PixiesOfficial,Boston,US,US-MA,en
Plastic Bertrand,Brussels,BE,BE-BRU,fr
Plastilina Mosh,Monterrey,MX,MX-NLE,es
Playboy Manbaby,Phoenix,US,US-AZ,en
Player,Los Angeles,US,US-CA,en
Pleasure,Portland,US,US-OR,en
Pleymo,Fontainebleau,FR,FR-77,fr
Plies,Fort Myers,US,US-FL,en
"Pluto and YK Niece",Atlanta,US,US-GA,en
Porno for Pyros,Los Angeles,US,US-CA,en
Post Animal,Chicago,US,US-IL,en
