Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Ethereal,Atlanta,US,US-GA,en
Etro Anime,New York City,US,US-NY,en
Etta James,Los Angeles,US,US-CA,en
Europe,Upplands Väsby,SE,SE-AB,en
Eve,Philadelphia,US,US-PA,en
"Evelyn ""Champagne"" King",New York City,US,US-NY,en
Everclear,Portland,US,US-OR,en
Everlast,Valley Stream,US,US-NY,en
Everly Brothers,Shenandoah,US,US-IA,en
Everything But The Girl,Hull,GB,GB-ENG,en
Evil Needle,Strasbourg,FR,FR-GES,en
Exon Beat,Moscow,RU,RU-MOW,en
Explosions In The Sky,Austin,US,US-TX,en
Eydie Gorme & The Trio Los Panchos,New York City,US,US-NY,es
Ezra Collective,London,GB,GB-ENG,en
FKJ,Tours,FR,FR-CVL,en
FM Static,Toronto,CA,CA-ON,en
Fab 5 Freddy,New York City,US,US-NY,en
Face to Face,Victorville,US,US-CA,en
Fairfield Convention,London,GB,GB-ENG,en
Fairfield Four,Nashville,US,US-TN,en
Faithless,London,GB,GB-ENG,en
Falco,Vienna,AT,AT-9,de
Fall Out Boy,Wilmette,US,US-IL,en
Family Trees,Los Angeles,US,US-CA,en
Fastball,Austin,US,US-TX,en
Fatboy Slim,Bromley,GB,GB-ENG,en
Father John Misty,Rockville,US,US-MD,en
Fauzi Rizal,Jakarta,ID,ID-JK,id
Fear,Los Angeles,US,US-CA,en
Fearless Iranians from Hell,San Antonio,US,US-TX,en
Fergie,Hacienda Heights,US,US-CA,en
Fiction Factory,Perth,GB,GB-SCT,en
Fightstar,London,GB,GB-ENG,en
Filter,Cleveland,US,US-OH,en
Finley Quaye,Edinburgh,GB,GB-SCT,en
First Touch,Mannheim,DE,DE-BW,en
Fito Olivares Y Su Grupo,Houston,US,US-TX,es
Five Man Electrical Band,Ottawa,CA,CA-ON,en
Flamin' Groovies,San Francisco,US,US-CA,en
Fleet Foxes,Seattle,US,US-WA,en
Fleetwood Back,London,GB,GB-ENG,en
Fleetwood Mac,London,GB,GB-ENG,en
Flight Of The Conchords,Wellington,NZ,NZ-WGN,en
Flippa T,Kingston,JM,JM-01,en
Flo Rida,Carol City,US,US-FL,en
Floating Action,Black Mountain,US,US-NC,en
Floating Points,Manchester,GB,GB-ENG,en
Florence + The Machine,London,GB,GB-ENG,en
Florin Salam,Bucharest,RO,RO-B,ro
Flying Lotus,Los Angeles,US,US-CA,en
Foals,Oxford,GB,GB-ENG,en
Fobia,Mexico City,MX,MX-CMX,es
Foo Fighters,Seattle,US,US-WA,en
Foreigner,New York City,US,US-NY,en
Foster The People,Los Angeles,US,US-CA,en
Fountains Of Wayne,New York City,US,US-NY,en
Four Tet,London,GB,GB-ENG,en
Four Tops,Detroit,US,US-MI,en
Foxygen,Westlake Village,US,US-CA,en
Frank Ocean,New Orleans,US,US-LA,en
Frank Zappa,Baltimore,US,US-MD,en
Franki Valli,Newark,US,US-NJ,en
Frankie Beverly and Maze,Philadelphia,US,US-PA,en
Frankie Goes to Hollywood,Liverpool,GB,GB-ENG,en
Frankie J,Tijuana,MX,MX-BCN,en
Frankie Lymon & The Teenagers,New York City,US,US-NY,en
Frankie Valli & The Four Seasons,Newark,US,US-NJ,en
Franz Ferdinand,Glasgow,GB,GB-SCT,en
Françoise Hardy,Paris,FR,FR-IDF,fr
Freddy Fender,San Benito,US,US-TX,es
Free Blood,New York City,US,US-NY,en
Freezepop,Boston,US,US-MA,en
Freiboitar,Cologne,DE,DE-NW,en
French Montana,Casablanca,MA,MA-06,en
French Vanilla,Los Angeles,US,US-CA,en
Frida Boccara,Casablanca,MA,MA-06,fr
