Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"8Ball/MJG/Three 6 Mafia/Young Buck",Memphis,US,US-TN,en
"AJJ (Andrew Jackson Jihad)",Phoenix,US,US-AZ,en
"Adam Dornblum, Les McCann, Mocean Worker",New York City,US,US-NY,en
"Ali Farka Touré, Toumani Diabaté",Niafunké,ML,ML-6,fr
"Alka Yagnik, Kumar Sanu and Udit Narayan",Mumbai,IN,IN-MH,hi
"Ambrosia Parsley, Adam Dornblum, Mocean Worker",Reseda,US,US-CA,en
"Aya Nakamura, Myke Towers",Aulnay-sous-Bois,FR,FR-93,fr
"Big Sean & Metro Boomin",Detroit,US,US-MI,en
"Bill Monroe & the Bluegrass Boys",Rosine,US,US-KY,en
"Bob Marley & The Wailers, LVNDSCAPE, Bolier",Nine Mile,JM,JM-06,en
"Bon Iver & St Vincent",Eau Claire,US,US-WI,en
"Brian Eno & John Cale",Woodbridge,GB,GB-SFK,en
"Buck Owens",Sherman,US,US-TX,en
"C.W. McCall",Audubon,US,US-IA,en
"Cansei de Ser Sexy, Calvin Harris",São Paulo,BR,BR-SP,en
"Carín León, Grupo Frontera",Hermosillo,MX,MX-SON,es
"Charles Wright & The Watts 103rd Street Rhythm Band",Los Angeles,US,US-CA,en
"Chaz Bundick Meets The Mattson 2",Columbia,US,US-SC,en
"Chet Atkins & Mark Knopfler",Luttrell,US,US-TN,en
"Colonel Loud ft. T.I., Young Dolph, Ricco Barrino",Atlanta,US,US-GA,en
"Cosculluela ft. Nicky Jam",Humacao,PR,PR,es
"Crag Legs & Not Half Bad",Fort Worth,US,US-TX,en
"DJ Snake, Lil Jon",Paris,FR,FR-75,en
"DJ Snake, Peso Pluma",Paris,FR,FR-75,en
"Damian \"Jr. Gong\" Marley Ft. Bobby Brown",Kingston,JM,JM-01,en
"Daniele Luppi & Parquet Courts",Rome,IT,IT-RM,en
"David Bowie, Queen",London,GB,GB-LND,en
"David Peel & the Lower East Side",New York City,US,US-NY,en
"Dead End America, Steve Hanford, Tony Avila",Portland,US,US-OR,en
"Deaf Switch & Toon Kurtis",London,GB,GB-LND,en
"Dr. Dre & Snoop Dogg",Compton,US,US-CA,en
"Dr. Dre feat. Devin the Dude & Snoop Dogg",Compton,US,US-CA,en
"Dr. Dre feat. Hittman & Ms. Roq",Compton,US,US-CA,en
"Dr. Dre feat. Hittman, Kurupt, Nate Dogg & Six-Two",Compton,US,US-CA,en
"Dr. Dre feat. Kurupt & Hittman",Compton,US,US-CA,en
"Dr. Dre feat. Mary J. Blige & Rell",Compton,US,US-CA,en
"Dr. Dre feat. Snoop Dogg, Hittman & Six-Two",Compton,US,US-CA,en
"Dr. Dre feat. Xzibit & Tray-Dee",Compton,US,US-CA,en
"Dr. Dre, Eminem, Xzibit",Compton,US,US-CA,en
"Earl Scruggs, Doc Watson & Ricky Skaggs",Shelby,US,US-NC,en
"El Alfa and Nfasis",Bajos de Haina,DO,DO-21,es
"Frank Zappa and The Mothers with Captain Beefheart",Baltimore,US,US-MD,en
"Frankie Valli & The Four Seasons",Newark,US,US-NJ,en
"Glen Campbell & Roy Clark",Billstown,US,US-AR,en
"Guaynaa, Los Ángeles Azules",Caguas,PR,PR,es
"Gucci Mane, Nicki Minaj",Bessemer,US,US-AL,en
"Gwen Stefani and Sublime",Fullerton,US,US-CA,en
"Hank Williams Jr.",Shreveport,US,US-LA,en
"Hanumankind, Kalmi",Bengaluru,IN,IN-KA,en
"Herbert E. Sacker, Nina Simone, Mocean Worker",New York City,US,US-NY,en
"Iggy Pop & The Stooges",Ann Arbor,US,US-MI,en
"J Balvin, Willy William",Medellín,CO,CO-ANT,es
"James Ingram ft. Michael McDonald",Akron,US,US-OH,en
"Jay Ski, The Quad City DJ's",Jacksonville,US,US-FL,en
"Jay-Z feat. Fela Kuti",New York City,US,US-NY,en
"Jeff Alexander, Afred Hitchcock",Los Angeles,US,US-CA,en
"Jerry Garcia, David Grisman",San Francisco,US,US-CA,en
"Jim Samuel feat. Tony Neenan",London,GB,GB-LND,en
"José González",Gothenburg,SE,SE-O,en
"Karen O & The Kids",New York City,US,US-NY,en
"Katrina & The Waves",Cambridge,GB,GB-CAM,en
"Luny Tunes, DJ Nelson, Wisin, Yandel",San Juan,PR,PR,es
"M.O.P. ft Funkmaster Flex",Brooklyn,US,US-NY,en
"MIA feat. Timbaland",London,GB,GB-LND,en
"MSTRKRFT, N.O.R.E.",Toronto,CA,CA-ON,en
"Maluma & The Weeknd",Medellín,CO,CO-ANT,es
"Masego, FKJ",Kingston,JM,JM-01,en
"Maximianno Cobra - Europa Philharmonia Choir & Orchestra",Rio de Janeiro,BR,BR-RJ,pt
"Mercedes feat. Mac & Jahbo",New Orleans,US,US-LA,en
"Mike Bloomfield, Al Kooper and Steve Stills",Chicago,US,US-IL,en
"Mitch with Uffie & Feadz",Miami,US,US-FL,en
"Mount Kimbie feat. Micachu",London,GB,GB-LND,en
"Nadezhda Plevitskaya",Kursk,RU,RU-KRS,ru
"Neşe Karaböcek",Istanbul,TR,TR-34,tr
"Nicole Willis & The Soul Investigators",New York City,US,US-NY,en
"Nitty Gritty Dirt Band",Long Beach,US,US-CA,en
"Niska, Booba",Évry,FR,FR-91,fr
"Percy Faith and his Orchestra",Toronto,CA,CA-ON,en
"Peso Pluma, Grupo Frontera",Zapopan,MX,MX-JAL,es
"Peso Pluma, Ovy On The Drums",Zapopan,MX,MX-JAL,es
"Portugal. The Man",Wasilla,US,US-AK,en
"Pure Prairie League",Waverly,US,US-OH,en
"REO Speedwagon",Champaign,US,US-IL,en
"Rage Against The Machine",Los Angeles,US,US-CA,en
"Ralph Stanley",Stratton,US,US-VA,en
"Red Hot Chili Peppers",Los Angeles,US,US-CA,en
"Rick Springfield",Sydney,AU,AU-NSW,en
"Ritchie Valens",Pacoima,US,US-CA,en
"Robin Trower",London,GB,GB-LND,en
"Rupert Holmes",Northwich,GB,GB-CHE,en
"RÜFÜS DU SOL",Sydney,AU,AU-NSW,en
"Sage Francis",Miami,US,US-FL,en
"Salt N Pepa",Queens,US,US-NY,en
"Sammy Kershaw",Kaplan,US,US-LA,en
"Savage Garden",Brisbane,AU,AU-QLD,en
"Screaming Jay Hawkins",Cleveland,US,US-OH,en
"Seals and Crofts",Olney,US,US-TX,en
"Serge Gainsbourg",Paris,FR,FR-75,fr
"Sexion d'Assaut",Paris,FR,FR-75,fr
"Shakira, Grupo Frontera",Barranquilla,CO,CO-ATL,es
"Shannon and The Clams",Oakland,US,US-CA,en
"Shout Out Louds",Stockholm,SE,SE-AB,en
"Silvio Rodríguez",San Antonio de los Baños,CU,CU-15,es
"Simon & Garfunkel",New York City,US,US-NY,en
"Sister Nancy",Kingston,JM,JM-01,en
"Sixpence None the Richer",New Braunfels,US,US-TX,en
"Skee-Lo",Chicago,US,US-IL,en
"Slick Rick feat. OutKast",London,GB,GB-LND,en
"Sly & The Family Stone",San Francisco,US,US-CA,en
"Smash Mouth",San Jose,US,US-CA,en
"Smokey Robinson",Detroit,US,US-MI,en
"Snarky Puppy",Denton,US,US-TX,en
"Snow Patrol",Dundee,GB,GB-DND,en
"Social Distortion",Fullerton,US,US-CA,en
"Sofi Tukker",Florida,US,US-FL,en
"Songs: Ohia",Lorain,US,US-OH,en
"Soul Asylum",Minneapolis,US,US-MN,en
"Spandau Ballet",London,GB,GB-LND,en
"Spice Girls",London,GB,GB-LND,en
"Spin Doctors",New York City,US,US-NY,en
"Stealers Wheel",Paisley,GB,GB-REN,en
"Steel Pulse",Birmingham,GB,GB-BIR,en
"Steely Dan",Annandale-on-Hudson,US,US-NY,en
"Steppenwolf",Toronto,CA,CA-ON,en
"Steve Earle",Fort Monroe,US,US-VA,en
"Steve Miller Band",San Francisco,US,US-CA,en
"Stevie Ray Vaughan & Double Trouble",Dallas,US,US-TX,en
"Sturgill Simpson",Jackson,US,US-KY,en
"Sunny Day Real Estate",Seattle,US,US-WA,en
"System of a Down",Glendale,US,US-CA,en
"Taking Back Sunday",Long Island,US,US-NY,en
"Tangerine Dream",Berlin,DE,DE-BE,de
"Tedeschi Trucks Band",Jacksonville,US,US-FL,en
"Temple Of The Dog",Seattle,US,US-WA,en
"Tenacious D",Los Angeles,US,US-CA,en
"Tenor Saw",Kingston,JM,JM-01,en
"The 5th Dimension",Los Angeles,US,US-CA,en
"The Animals",Newcastle upon Tyne,GB,GB-NET,en
"The Association",Los Angeles,US,US-CA,en
"The Ataris",Anderson,US,US-IN,en
"The Avalanches",Melbourne,AU,AU-VIC,en
"The B-52's",Athens,US,US-GA,en
"The Band",Toronto,CA,CA-ON,en
"The Beach Boys",Hawthorne,US,US-CA,en
"The Beatles",Liverpool,GB,GB-LIV,en
"The Black Angels",Austin,US,US-TX,en
"The Black Crowes",Marietta,US,US-GA,en
"The Black Keys",Akron,US,US-OH,en
"The Breeders",Dayton,US,US-OH,en
"The Budos Band",Staten Island,US,US-NY,en
