Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Crime Mob,Ellenwood,US,US-GA,en
"Crosby, Stills & Nash",Los Angeles,US,US-CA,en
"Crosby, Stills, Nash & Young",Los Angeles,US,US-CA,en
Crowded House,Melbourne,AU,AU-VIC,en
Cryptacize,Los Angeles,US,US-CA,en
Crystal Castles,Toronto,CA,CA-ON,en
Cubic Zirconia,New York City,US,US-NY,en
Cud,Leeds,GB,GB-ENG,en
Cults,New York City,US,US-NY,en
Cultural Vibe,New Jersey,US,US-NJ,en
Culture Club,London,GB,GB-ENG,en
Cumbia Latin Band,Mexico City,MX,MX-CMX,es
Curtis Mayfield,Chicago,US,US-IL,en
Curve,London,GB,GB-ENG,en
Custom,New York City,US,US-NY,en
Cut Copy,Melbourne,AU,AU-VIC,en
Cutting Crew,London,GB,GB-ENG,en
Cybotron,Detroit,US,US-MI,en
Cymande,London,GB,GB-ENG,en
Cyndi Lauper,New York City,US,US-NY,en
DEHD,Chicago,US,US-IL,en
DIIV,New York City,US,US-NY,en
DJ Classic Will,Houston,US,US-TX,en
DJ Drama,Philadelphia,US,US-PA,en
DJ Khaled,New Orleans,US,US-LA,en
DJ Kool,"Washington, D.C.",US,US-DC,en
DJ Maikel Music,Havana,CU,CU-03,es
DJ Nu-Mark,Los Angeles,US,US-CA,en
DJ Shadow,San Jose,US,US-CA,en
DJ Snake,Paris,FR,FR-IDF,en
DJ Spider,New York City,US,US-NY,en
DMX,Mount Vernon,US,US-NY,en
Da$h,Hackensack,US,US-NJ,en
Daddy Yankee,San Juan,PR,US-PR,es
Daikaiju,Huntsville,US,US-AL,en
Damian Marley,Kingston,JM,JM-01,en
Damien Jurado,Seattle,US,US-WA,en
Damien Rice,Celbridge,IE,IE-KE,en
Damso,Kinshasa,CD,CD-KN,fr
Dan Auerbach,Akron,US,US-OH,en
Dan Black,Reading,GB,GB-ENG,en
Dan Hartman,Harrisburg,US,US-PA,en
Danger,Lyon,FR,FR-ARA,en
Daniel Lanois,Hull,CA,CA-QC,en
Danzig,Lodi,US,US-NJ,en
Darius Rucker,Charleston,US,US-SC,en
Darude,Eura,FI,FI-17,en
DatA,Paris,FR,FR-IDF,en
Datarock,Bergen,NO,NO-46,en
Dave Loggins,Mountain City,US,US-TN,en
Dave Matthews Band,Charlottesville,US,US-VA,en
David Axelrod,Los Angeles,US,US-CA,en
David Bowie,London,GB,GB-ENG,en
David Crosby,Los Angeles,US,US-CA,en
David Johansen,Staten Island,US,US-NY,en
David McCallum,Glasgow,GB,GB-SCT,en
David Peel,New York City,US,US-NY,en
David Sylvian,Beckenham,GB,GB-ENG,en
David Torn,Amityville,US,US-NY,en
Dayglow,Aledo,US,US-TX,en
Days N Daze,Houston,US,US-TX,en
Dazz Band,Cleveland,US,US-OH,en
Dead Meadow,"Washington, D.C.",US,US-DC,en
Dead Moon,Portland,US,US-OR,en
Dead Pioneers,Denver,US,US-CO,en
Dead Pirates,London,GB,GB-ENG,en
Dead or Alive,Liverpool,GB,GB-ENG,en
Deana Carter,Nashville,US,US-TN,en
Dear and the Headlights,Phoenix,US,US-AZ,en
Deastro,Detroit,US,US-MI,en
Death,Detroit,US,US-MI,en
Death From Above 1979,Toronto,CA,CA-ON,en
Death in Vegas,London,GB,GB-ENG,en
Debbie Harry,Miami,US,US-FL,en
Deep Blue Something,Denton,US,US-TX,en
Deep Purple,Hertford,GB,GB-ENG,en
Deerhunter,Atlanta,US,US-GA,en
