Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"8Ball/MJG/Three 6 Mafia/Young Buck",Memphis,US,US-TN,en
"Apes Of The State",Lancaster,US,US-PA,en
"Charlie Daniels",Wilmington,US,US-NC,en
"Dead End America, Steve Hanford, Tony Avila, Mike IX Williams",Portland,US,US-OR,en
"Dink Roberts",Haw River,US,US-NC,en
"Dr. Dre feat. Devin the Dude & Snoop Dogg",Compton,US,US-CA,en
"ID",London,GB,GB-LND,en
"Iggy and the Stooges",Ann Arbor,US,US-MI,en
"John Harrison with the Wichita State University Chamber Players",Wichita,US,US-KS,en
"John R. Butler",Baton Rouge,US,US-LA,en
"John Snipes",Hillsborough,US,US-NC,en
"Julian Plenti",New York City,US,US-NY,en
"La Banda X, Dj Duran, Richard Herrera",Bogotá,CO,CO-DC,es
"La Vida es Una Lenteja",Miami,US,US-FL,es
"Lautaro Scavuzzo, AWSI",Buenos Aires,AR,AR-B,es
"Lil Jon & The East Side Boys",Atlanta,US,US-GA,en
"Lil Jon feat. Pastor Troy",Atlanta,US,US-GA,en
"Line",Copenhagen,DK,DK-84,da
"Los Estrambóticos",Mexico City,MX,MX-CMX,es
"Los Incateños, Dominio Publico",Cuzco,PE,PE-CUS,es
"LosDosCarnales y LosRielerosDelNorte",San Pedro,MX,MX-COA,es
"Ludwig van Beethoven",Bonn,DE,DE-NW,de
"Lykke Li",Ystad,SE,SE-M,en
"MIA feat. Timbaland",London,GB,GB-LND,en
"Maximianno Cobra - Europa Philharmonia Choir & Orchestra",Rio de Janeiro,BR,BR-RJ,en
"Mercedes feat. Mac & Jahbo",New Orleans,US,US-LA,en
"Mike Bloomfield, Al Kooper and Steve Stills",Chicago,US,US-IL,en
"Mitch with Uffie & Feadz",Paris,FR,FR-75,en
"Mr. Scruff",Stockport,GB,GB-SKP,en
"Muscles",Melbourne,AU,AU-VIC,en
"O Brother, Where Art Thou",Nashville,US,US-TN,en
"OST",Los Angeles,US,US-CA,en
"Olivia Newton John",Cambridge,GB,GB-CAM,en
"The Who",London,GB,GB-LND,en
"The Yardbirds",London,GB,GB-LND,en
"The Youngbloods",New York City,US,US-NY,en
"The Zombies",St Albans,GB,GB-HRT,en
"The xx",London,GB,GB-LND,en
"Thin Lizzy",Dublin,IE,IE-D,en
"Third Eye Blind",San Francisco,US,US-CA,en
"Thomas Dolby",London,GB,GB-LND,en
"Thompson Twins",London,GB,GB-LND,en
"Three 6 Mafia",Memphis,US,US-TN,en
"Three 6 Mafia feat. Big Gipp",Memphis,US,US-TN,en
"Three 6 Mafia feat. Insane Clown Posse & Twiztid",Memphis,US,US-TN,en
"Three 6 Mafia feat. La Chat",Memphis,US,US-TN,en
"Three 6 Mafia feat. Mr. Serv-On, Fiend & La Chat",Memphis,US,US-TN,en
"Three 6 Mafia, UGK, Project Pat",Memphis,US,US-TN,en
"Three Dog Night",Los Angeles,US,US-CA,en
"Thundercat",Los Angeles,US,US-CA,en
"Thunderclap Newman",London,GB,GB-LND,en
"Tim McGraw",Delhi,US,US-LA,en
"Tina Turner",Brownsville,US,US-TN,en
"Tinashe",Lexington,US,US-KY,en
"Toad The Wet Sprocket",Santa Barbara,US,US-CA,en
"Toadies",Fort Worth,US,US-TX,en
"Toby Keith",Clinton,US,US-OK,en
"Todd Rundgren",Upper Darby,US,US-PA,en
"Tom Browne",New York City,US,US-NY,en
"Tom Jones",Pontypridd,GB,GB-RCT,en
"Tom Lehrer",New York City,US,US-NY,en
"Tom Petty & The Heartbreakers",Gainesville,US,US-FL,en
"Tom Petty and the Heartbreakers",Gainesville,US,US-FL,en
"Tom Waits",Pomona,US,US-CA,en
"Tommy Emmanuel",Muswellbrook,AU,AU-NSW,en
"Tommy James & The Shondells",Niles,US,US-MI,en
"Tommy Richman",Woodbridge,US,US-VA,en
"Tommy Tutone",Portland,US,US-OR,en
"Tone-Lōc",Los Angeles,US,US-CA,en
"Toots and the Maytals",Kingston,JM,JM-01,en
"Toro y Moi",Columbia,US,US-SC,en
"Toto",Los Angeles,US,US-CA,en
"Tower Of Power",Oakland,US,US-CA,en
"Townes Van Zandt",Fort Worth,US,US-TX,en
"Tracy Byrd",Vidor,US,US-TX,en
"Tracy Lawrence",Texarkana,US,US-TX,en
"Traffic",Birmingham,GB,GB-BIR,en
"Train",San Francisco,US,US-CA,en
"Traveling Wilburys",Malibu,US,US-CA,en
"Travis Scott",Houston,US,US-TX,en
"Travis Scott ft Young Thug & M.I.A.",Houston,US,US-TX,en
"Travis Scott, Future, 2 Chainz",Houston,US,US-TX,en
"Travis Scott, Justin Bieber, Young Thug",Houston,US,US-TX,en
"Travis Scott, Kanye West",Houston,US,US-TX,en
"Travis Scott, Quavo",Houston,US,US-TX,en
"Travis Scott, ScHoolboy Q",Houston,US,US-TX,en
"Travis Scott, Swae Lee, Chief Keef",Houston,US,US-TX,en
"Travis Scott, The Weeknd",Houston,US,US-TX,en
"Travis Scott, Toro y Moi",Houston,US,US-TX,en
"Travis Tritt",Marietta,US,US-GA,en
"Trick Daddy",Miami,US,US-FL,en
"Trisha Yearwood",Monticello,US,US-GA,en
"UPROXX Indie Mixtape",Los Angeles,US,US-CA,en
"Vanzetti & Sacco, Void Vision",Philadelphia,US,US-PA,en
"3OH!3",Boulder,US,US-CO,en
"AJJ (Andrew Jackson Jihad)",Phoenix,US,US-AZ,en
"Adam Dornblum, Bill Frisell, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, David Fathead Newman, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Jane Monheit, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Les McCann, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Rahsaan Roland Kirk, Mocean Worker",New York City,US,US-NY,en
"Afida Turner",Les Lilas,FR,FR-93,fr
"Against Me!",Gainesville,US,US-FL,en
"Ambrosia Parsley, Adam Dornblum, Mocean Worker",Reseda,US,US-CA,en
"Anoraak",Nantes,FR,FR-44,en
"Arvo Pärt",Paide,EE,EE-37,et
"A-Trak",Montreal,CA,CA-QC,en
"B.o.B",Atlanta,US,US-GA,en
"Bat for Lashes",London,GB,GB-LND,en
"Billy Allen + The Pollies",Muscle Shoals,US,US-AL,en
"Black Kids",Jacksonville,US,US-FL,en
"Bob Marley & The Wailers, LVNDSCAPE, Bolier",Kingston,JM,JM-01,en
"Booker T. & The M.G.s",Memphis,US,US-TN,en
"Bran Van 3000",Montreal,CA,CA-QC,en
"Britney Spears",McComb,US,US-MS,en
"Buck Owens",Sherman,US,US-TX,en
"C.W. McCall",Audubon,US,US-IA,en
"CCTV (Chucklehead Chimps Tree Vandalism)",St. Louis,US,US-MO,en
"CRYPTIC",Los Angeles,US,US-CA,en
"CSS",São Paulo,BR,BR-SP,en
"Calvin Harris",Dumfries,GB,GB-DGY,en
"Cansei de Ser Sexy",São Paulo,BR,BR-SP,en
"Cansei de Ser Sexy, Calvin Harris",São Paulo,BR,BR-SP,en
"Cassettes Won't Listen",Brooklyn,US,US-NY,en
"Chad hates George.",Houston,US,US-TX,en
"Charlie Clouser",Hanover,US,US-NH,en
"Cherry Glazerr",Los Angeles,US,US-CA,en
"Chris Thomas King",Baton Rouge,US,US-LA,en
"Chromeo",Montreal,CA,CA-QC,en
"City Sleeps",Union Springs,US,US-AL,en
"Cobra Starship",New York City,US,US-NY,en
"Coconut Records",Los Angeles,US,US-CA,en
"Cold Cave",Philadelphia,US,US-PA,en
"Colonel Loud ft. T.I., Young Dolph, Ricco Barrino",Atlanta,US,US-GA,en
"Cosculluela ft. Nicky Jam",Humacao,PR,PR,es
"Coyote J. Calhoun",Nashville,US,US-TN,en
"Crag Legs & Not Half Bad",Fort Worth,US,US-TX,en
"Cubic Zirconia",New York City,US,US-NY,en
"DJ Maikel Music",Rotterdam,NL,NL-ZH,nl
"Daddy Yankee feat. Anuel AA",San Juan,PR,PR,es
"Damian \"Jr. Gong\" Marley Ft. Bobby Brown",Kingston,JM,JM-01,en
"Damian Marley",Kingston,JM,JM-01,en
"Dan Black",Reading,GB,GB-RDG,en
"Danger",Lyon,FR,FR-69,fr
"DatA",Paris,FR,FR-75,en
"Datarock",Bergen,NO,NO-46,en
"Dead End America, Steve Hanford, Tony Avila",Portland,US,US-OR,en
"Deastro",Detroit,US,US-MI,en
"Digable Planets",Brooklyn,US,US-NY,en
