Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Def Jef,New York City,US,US-NY,en
Def Leppard,Sheffield,GB,GB-ENG,en
Default,Vancouver,CA,CA-BC,en
Deftones,Sacramento,US,US-CA,en
Del Amitri,Glasgow,GB,GB-SCT,en
Del Shannon,Coopersville,US,US-MI,en
Del The Funky Homosapien,Oakland,US,US-CA,en
Delegation,Birmingham,GB,GB-ENG,en
Deliverance,Los Angeles,US,US-CA,en
Delorean,Zarautz,ES,ES-PV,en
Deltron 3030,Oakland,US,US-CA,en
Delvon Lamarr Organ Trio,Seattle,US,US-WA,en
Dem Franchize Boyz,Atlanta,US,US-GA,en
Dennis Lloyd,Tel Aviv,IL,IL-TA,en
Deodato,Rio de Janeiro,BR,BR-RJ,pt
Der Dritte Raum,Berlin,DE,DE-BE,de
Derek & The Dominos,London,GB,GB-ENG,en
Des Demonas,"Washington, D.C.",US,US-DC,en
Desmond Cheese,Brisbane,AU,AU-QLD,en
Destiny's Child,Houston,US,US-TX,en
Deviates,South Bay,US,US-CA,en
Devin The Dude,Houston,US,US-TX,en
Devo,Akron,US,US-OH,en
Dexys Midnight Runners,Birmingham,GB,GB-ENG,en
Diamond Rio,Nashville,US,US-TN,en
Diana Krall,Nanaimo,CA,CA-BC,en
Dick Dale,Boston,US,US-MA,en
Dido,London,GB,GB-ENG,en
Die Toten Hosen,Düsseldorf,DE,DE-NW,de
Dierks Bentley,Phoenix,US,US-AZ,en
Digable Planets,New York City,US,US-NY,en
Dimitri from Paris,Paris,FR,FR-IDF,en
Dink Roberts,Alamance County,US,US-NC,en
Dinosaur Jr.,Amherst,US,US-MA,en
Dio,Portsmouth,US,US-NH,en
Dion,New York City,US,US-NY,en
Dire Straits,London,GB,GB-ENG,en
Dirty Dozen Brass Band,New Orleans,US,US-LA,en
Dirty Projectors,New York City,US,US-NY,en
Dirty Rotten Imbeciles,Houston,US,US-TX,en
Dirty Vegas,London,GB,GB-ENG,en
Discovery,New York City,US,US-NY,en
Dishwalla,Santa Barbara,US,US-CA,en
Divinyls,Sydney,AU,AU-NSW,en
Dj Yack,Caracas,VE,VE-A,es
Dj Yonaiker Jhosany,Maracay,VE,VE-G,es
Dobie Gray,Simonton,US,US-TX,en
Doechii,Tampa,US,US-FL,en
"Does It Offend You, Yeah?",Reading,GB,GB-ENG,en
Doja Cat,Los Angeles,US,US-CA,en
Doll Carranza,Tijuana,MX,MX-BCN,es
Dolly Parton,Sevierville,US,US-TN,en
Dominique Dumont,Riga,LV,LV-RIX,fr
Domo Genesis,Inglewood,US,US-CA,en
Don Blackman,New York City,US,US-NY,en
Don Henley,Gilmer,US,US-TX,en
Don McLean,New Rochelle,US,US-NY,en
Don Omar,San Juan,PR,US-PR,es
Don Toliver,Houston,US,US-TX,en
Donald Fagen,Passaic,US,US-NJ,en
Donna Lewis,Cardiff,GB,GB-WLS,en
Donna Summer,Boston,US,US-MA,en
Donnie and Joe Emerson,Fruitland,US,US-WA,en
Donovan,Glasgow,GB,GB-SCT,en
Doobie Brothers,San Jose,US,US-CA,en
Dope Lemon,Sydney,AU,AU-NSW,en
Dopplereffekt,Detroit,US,US-MI,en
Doris,Gothenburg,SE,SE-O,en
Doubting Thomas,Vancouver,CA,CA-BC,en
Doug Stone,Marietta,US,US-GA,en
Doves,Manchester,GB,GB-ENG,en
Down by Law,Los Angeles,US,US-CA,en
Doyle,Lodi,US,US-NJ,en
Dr Hook,Union City,US,US-NJ,en
Dr. Buzzard's Original Savannah Band,New York City,US,US-NY,en
Dr. Dog,Philadelphia,US,US-PA,en
Dr. Dre,Compton,US,US-CA,en
