Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
$ilkMoney,Richmond,US,US-VA,en
10 Years,Knoxville,US,US-TN,en
"10,000 Maniacs",Jamestown,US,US-NY,en
30 Seconds to Mars,Los Angeles,US,US-CA,en
36 Crazyfists,Anchorage,US,US-AK,en
38 Special,Jacksonville,US,US-FL,en
3OH!3,Boulder,US,US-CO,en
4AD,London,GB,GB-ENG,en
808 State,Manchester,GB,GB-ENG,en
8Ball & MJG (feat. Three 6 Mafia),Memphis,US,US-TN,en
8Uno ft. Airam Páez,Las Palmas,ES,ES-CN,es
? and the Mysterians,Bay City,US,US-MI,en
A Perfect Circle,Los Angeles,US,US-CA,en
A Tribe Called Quest,New York City,US,US-NY,en
"A&T Drumline ""The Senate""",Greensboro,US,US-NC,en
AFI,Ukiah,US,US-CA,en
AJJ,Phoenix,US,US-AZ,en
ATB,Freiberg,DE,DE-SN,en
ATC,Hamburg,DE,DE-HH,en
AWOLNATION,Los Angeles,US,US-CA,en
Aaron Tippin,Pensacola,US,US-FL,en
Ace Combat,Tokyo,JP,JP-13,ja
Acid Arab,Paris,FR,FR-IDF,fr
Adam Dornblum / Mocean Worker,New York City,US,US-NY,en
Adina Howard,Grand Rapids,US,US-MI,en
Adrian Belew,Covington,US,US-KY,en
Adult Swim,Atlanta,US,US-GA,en
Aerosmith,Boston,US,US-MA,en
Aesop Rock,New York City,US,US-NY,en
Afida Turner,Auchel,FR,FR-HDF,fr
Against All Logic,New York City,US,US-NY,en
Against Me!,Gainesville,US,US-FL,en
Agent Orange,Fullerton,US,US-CA,en
Ahmed Spins,Casablanca,MA,MA-06,en
Air,Versailles,FR,FR-IDF,fr
Ajja,Geneva,CH,CH-GE,en
Akon,St. Louis,US,US-MO,en
Al Green,Forrest City,US,US-AR,en
Al Jarreau,Milwaukee,US,US-WI,en
Al Stewart,Glasgow,GB,GB-SCT,en
Alabama,Fort Payne,US,US-AL,en
Alabama 3,London,GB,GB-ENG,en
Alabama Shakes,Athens,US,US-AL,en
Alain Otayek,Paris,FR,FR-IDF,fr
Alan Jackson,Newnan,US,US-GA,en
Alanis Morissette,Ottawa,CA,CA-ON,en
Alannah Myles,Toronto,CA,CA-ON,en
Albert Hammond,London,GB,GB-ENG,en
Alcatrazz,Los Angeles,US,US-CA,en
Alejandro Fernández,Guadalajara,MX,MX-JAL,es
Alex Siegel,Los Angeles,US,US-CA,en
Ali Farka Touré,Niafunké,ML,ML-TB,fr
Alice Cooper,Detroit,US,US-MI,en
Alice DJ,Amsterdam,NL,NL-NH,en
Alice in Chains,Seattle,US,US-WA,en
Alicia Keys,New York City,US,US-NY,en
Alien Ant Farm,Riverside,US,US-CA,en
Alien Weaponry,Waipu,NZ,NZ-NTL,mi
Aline,Marseille,FR,FR-PAC,fr
Alka Yagnik,Mumbai,IN,IN-MH,hi
Allah-Las,Los Angeles,US,US-CA,en
Allan Sherman,Chicago,US,US-IL,en
Allen Pound's Get Rich,London,GB,GB-ENG,en
Allman Brothers Band,Jacksonville,US,US-FL,en
Alphaville,Münster,DE,DE-NW,en
Alto Linaje,San Bernardino,US,US-CA,es
Alvvays,Charlottetown,CA,CA-PE,en
Amanaz,Kitwe,ZM,ZM-02,en
Ambrosia Parsley,New York City,US,US-NY,en
Amen Dunes,New York City,US,US-NY,en
America,London,GB,GB-ENG,en
Amy Winehouse,London,GB,GB-ENG,en
Anberlin,Winter Haven,US,US-FL,en
Andrew York,Los Angeles,US,US-CA,en
André 3000,Atlanta,US,US-GA,en
Andy Bullock,Oxford,GB,GB-ENG,en
Andy Gibb,Manchester,GB,GB-ENG,en
