Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"The Monkees",Los Angeles,US,US-CA,en
"The Moody Blues",Birmingham,GB,GB-BIR,en
"The O'Jays",Canton,US,US-OH,en
"The Outlaws",Tampa,US,US-FL,en
"The Pains of Being Pure at Heart",New York City,US,US-NY,en
"The Partridge Family",Los Angeles,US,US-CA,en
"The Pharcyde",Los Angeles,US,US-CA,en
"The Pogues",London,GB,GB-LND,en
"The Pointer Sisters",Oakland,US,US-CA,en
"The Police",London,GB,GB-LND,en
"The Postal Service",Seattle,US,US-WA,en
"The Presets",Sydney,AU,AU-NSW,en
"The Presidents of the United States of America",Seattle,US,US-WA,en
"The Primitives",Coventry,GB,GB-COV,en
"The Psychedelic Furs",London,GB,GB-LND,en
"The Raconteurs",Detroit,US,US-MI,en
"The Raveonettes",Copenhagen,DK,DK-84,en
"The Red Jumpsuit Apparatus",Middleburg,US,US-FL,en
"The Replacements",Minneapolis,US,US-MN,en
"The Reverend Horton Heat",Dallas,US,US-TX,en
"The Revivalists",New Orleans,US,US-LA,en
"The Righteous Brothers",Orange County,US,US-CA,en
"The Rolling Stones",London,GB,GB-LND,en
"The Romantics",Detroit,US,US-MI,en
"The Roots",Philadelphia,US,US-PA,en
"The Shins",Albuquerque,US,US-NM,en
"The Sisters of Mercy",Leeds,GB,GB-LDS,en
"The Slits",London,GB,GB-LND,en
"The Smashing Pumpkins",Chicago,US,US-IL,en
"The Soggy Bottom Boys",Nashville,US,US-TN,en
"The Spinners",Detroit,US,US-MI,en
"The Stanley Brothers",McClure,US,US-VA,en
"The Stone Roses",Manchester,GB,GB-MAN,en
"The Stranglers",Guildford,GB,GB-SRY,en
"The String Cheese Incident",Crested Butte,US,US-CO,en
"The Strokes",New York City,US,US-NY,en
"The Stylistics",Philadelphia,US,US-PA,en
"The Sundays",Reading,GB,GB-RDG,en
"The Supremes",Detroit,US,US-MI,en
"The Surfaris",Glendora,US,US-CA,en
"The Temper Trap",Melbourne,AU,AU-VIC,en
"The Trammps",Philadelphia,US,US-PA,en
"The Troggs",Andover,GB,GB-HAM,en
"The Turtles",Los Angeles,US,US-CA,en
"The Used",Orem,US,US-UT,en
"The Velvet Underground",New York City,US,US-NY,en
"The Ventures",Tacoma,US,US-WA,en
"The Verve",Wigan,GB,GB-WGN,en
"The Wallflowers",Los Angeles,US,US-CA,en
"The Wedding Present",Leeds,GB,GB-LDS,en
"The Weeknd",Toronto,CA,CA-ON,en
"The Whispers",Los Angeles,US,US-CA,en
"The Whites",Wichita Falls,US,US-TX,en
"The Who",London,GB,GB-LND,en
"The Wombats",Liverpool,GB,GB-LIV,en
"The Yardbirds",London,GB,GB-LND,en
"The Youngbloods",New York City,US,US-NY,en
"The Zombies",St Albans,GB,GB-HRT,en
"The xx",London,GB,GB-LND,en
"Thin Lizzy",Dublin,IE,IE-D,en
"Third Eye Blind",San Francisco,US,US-CA,en
"Thomas Dolby",London,GB,GB-LND,en
"Thompson Twins",London,GB,GB-LND,en
"Three 6 Mafia",Memphis,US,US-TN,en
"Three 6 Mafia feat. Big Gipp",Memphis,US,US-TN,en
"Three 6 Mafia feat. Insane Clown Posse & Twiztid",Memphis,US,US-TN,en
"Three 6 Mafia feat. La Chat",Memphis,US,US-TN,en
"Three 6 Mafia feat. Mr. Serv?On, Fiend & La Chat",Memphis,US,US-TN,en
"Three 6 Mafia, UGK, Project Pat",Memphis,US,US-TN,en
"Three Dog Night",Los Angeles,US,US-CA,en
"Thundercat",Los Angeles,US,US-CA,en
"Thunderclap Newman",London,GB,GB-LND,en
"Tim McGraw",Delhi,US,US-LA,en
"Timmy Trumpet, Will Sparks, Code Black, Toneshifterz",Sydney,AU,AU-NSW,en
"Tina Turner",Brownsville,US,US-TN,en
"Tinashe",Lexington,US,US-KY,en
"Toad The Wet Sprocket",Santa Barbara,US,US-CA,en
"Toadies",Fort Worth,US,US-TX,en
"Toby Keith",Clinton,US,US-OK,en
"Todd Rundgren",Upper Darby,US,US-PA,en
"Tom Browne",New York City,US,US-NY,en
"Tom Jones",Pontypridd,GB,GB-RCT,en
"Tom Lehrer",New York City,US,US-NY,en
"Tom Petty & The Heartbreakers",Gainesville,US,US-FL,en
"Tom Petty and the Heartbreakers",Gainesville,US,US-FL,en
"Tom Waits",Pomona,US,US-CA,en
"Tommy Emmanuel",Muswellbrook,AU,AU-NSW,en
"Tommy James & The Shondells",Niles,US,US-MI,en
"Tommy Richman",Woodbridge,US,US-VA,en
"Tommy Tutone",Portland,US,US-OR,en
"Tone-Lōc",Los Angeles,US,US-CA,en
"Tony Bennett",New York City,US,US-NY,en
"Toots and the Maytals",Kingston,JM,JM-01,en
"Toro y Moi",Columbia,US,US-SC,en
"Toto",Los Angeles,US,US-CA,en
"Tower Of Power",Oakland,US,US-CA,en
"Townes Van Zandt",Fort Worth,US,US-TX,en
"Toy Tonics",Munich,DE,DE-BY,en
"Tracy Byrd",Vidor,US,US-TX,en
"Tracy Lawrence",Texarkana,US,US-TX,en
"Traffic",Birmingham,GB,GB-BIR,en
"Train",San Francisco,US,US-CA,en
"Traveling Wilburys",Malibu,US,US-CA,en
"Travis Scott",Houston,US,US-TX,en
"Travis Scott ft Young Thug & M.I.A.",Houston,US,US-TX,en
"Travis Scott, Future, 2 Chainz",Houston,US,US-TX,en
