Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Andy Summers & Robert Fripp,London,GB,GB-ENG,en
Aneka,Edinburgh,GB,GB-SCT,en
Angel Olsen,St. Louis,US,US-MO,en
Aniceto Molina,El Campano,CO,CO-COR,es
Animal Collective,Baltimore,US,US-MD,en
Animotion,Los Angeles,US,US-CA,en
Anita Baker,Toledo,US,US-OH,en
Anna Nalick,Temple City,US,US-CA,en
Anoraak,Nantes,FR,FR-PDL,en
Anthrax,New York City,US,US-NY,en
Anti-Flag,Pittsburgh,US,US-PA,en
Antony Santos,Las Matas de Santa Cruz,DO,DO-15,es
Apache Sun,Glasgow,GB,GB-SCT,en
Apes Of The State,Lancaster,US,US-PA,en
Aphex Twin,Lanner,GB,GB-ENG,en
Apocalyptica,Helsinki,FI,FI-18,en
Aqua,Copenhagen,DK,DK-84,en
Arcade Fire,Montreal,CA,CA-QC,en
Archie Bronson Outfit,Bath,GB,GB-ENG,en
Architecture in Helsinki,Melbourne,AU,AU-VIC,en
Arcángel,New York City,US,US-NY,es
Aretha Franklin,Memphis,US,US-TN,en
Ariel Pink,Los Angeles,US,US-CA,en
Arrested Development,Atlanta,US,US-GA,en
Art Of Noise,London,GB,GB-ENG,en
Arthur Russell,Oskaloosa,US,US-IA,en
Arvo Pärt,Paide,EE,EE-51,et
Asia,London,GB,GB-ENG,en
Asleep at the Wheel,Paw Paw,US,US-WV,en
Astrocolor,Victoria,CA,CA-BC,en
Aterciopelados,Bogotá,CO,CO-DC,es
Atlanta Rhythm Section,Doraville,US,US-GA,en
Atmosphere,Minneapolis,US,US-MN,en
Atreyu,Yorba Linda,US,US-CA,en
Audioslave,Glendale,US,US-CA,en
Augustus Pablo,Kingston,JM,JM-01,en
Aurora,Stavanger,NO,NO-11,en
Autechre,Rochdale,GB,GB-ENG,en
Autograph,Pasadena,US,US-CA,en
Avenged Sevenfold,Huntington Beach,US,US-CA,en
Average White Band,Dundee,GB,GB-SCT,en
Aya Nakamura,Bamako,ML,ML-BKO,fr
A‐Trak,Montreal,CA,CA-QC,en
B.B.E.,Paris,FR,FR-IDF,en
B.o.B,Decatur,US,US-GA,en
BADBADNOTGOOD,Toronto,CA,CA-ON,en
BALTHVS,Bogotá,CO,CO-DC,en
BLACKstreet,New York City,US,US-NY,en
BLESSD,Medellín,CO,CO-ANT,es
BT,Rockville,US,US-MD,en
Baby Bash,Vallejo,US,US-CA,en
Bachman-Turner Overdrive,Winnipeg,CA,CA-MB,en
Bad Brains,"Washington, D.C.",US,US-DC,en
Bad Company,London,GB,GB-ENG,en
Bad Religion,Los Angeles,US,US-CA,en
Bag Raiders,Sydney,AU,AU-NSW,en
Bahamas,Toronto,CA,CA-ON,en
Bakar,London,GB,GB-ENG,en
Bananarama,London,GB,GB-ENG,en
Banane Metalik,Rennes,FR,FR-BRE,fr
Band of Horses,Seattle,US,US-WA,en
Banda Arkangel,Las Varas,MX,MX-NAY,es
Banda El Recodo,Mazatlán,MX,MX-SIN,es
Bangles,Los Angeles,US,US-CA,en
Barenaked Ladies,Scarborough,CA,CA-ON,en
Barry White,Galveston,US,US-TX,en
Basement Jaxx,London,GB,GB-ENG,en
Bass Drum Of Death,Oxford,US,US-MS,en
Bat for Lashes,London,GB,GB-ENG,en
Battles,New York City,US,US-NY,en
Bauhaus,Northampton,GB,GB-ENG,en
Bay Ledges,Los Angeles,US,US-CA,en
Bayside,New York City,US,US-NY,en
Beach Fossils,New York City,US,US-NY,en
Beach House,Baltimore,US,US-MD,en
Beak>,Bristol,GB,GB-ENG,en
Beastie Boys,New York City,US,US-NY,en
