Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"Dinosaur Jr.",Amherst,US,US-MA,en
"Dirty Projectors",Brooklyn,US,US-NY,en
"Discovery",New York City,US,US-NY,en
"Does It Offend You, Yeah?",Reading,GB,GB-RDG,en
"Dr. Buzzard's Original Savannah Band",New York City,US,US-NY,en
"Dr. Dog",Philadelphia,US,US-PA,en
"Dr. Dre",Compton,US,US-CA,en
"Dr. Dre & Snoop Dogg",Compton,US,US-CA,en
"Dr. Dre feat. Eddie Griffin",Compton,US,US-CA,en
"Dr. Dre feat. Eminem",Compton,US,US-CA,en
"Dr. Dre feat. Hittman",Compton,US,US-CA,en
"Dr. Dre feat. Hittman & Ms. Roq",Compton,US,US-CA,en
"Dr. Dre feat. Hittman, Kurupt, Nate Dogg & Six-Two",Compton,US,US-CA,en
"Dr. Dre feat. Jake Steed",Compton,US,US-CA,en
"Dr. Dre feat. Kurupt & Hittman",Compton,US,US-CA,en
"Dr. Dre feat. Mary J. Blige & Rell",Compton,US,US-CA,en
"Dr. Dre feat. Mel-Man & Charis Henry",Compton,US,US-CA,en
"Dr. Dre feat. Snoop Dogg",Compton,US,US-CA,en
"Dr. Dre feat. Snoop Dogg, Hittman & Six-Two",Compton,US,US-CA,en
"Dr. Dre feat. Traci Nelson, Ms. Roq & Eddie Griffin",Compton,US,US-CA,en
"Dr. Dre feat. Xzibit & Tray-Dee",Compton,US,US-CA,en
"Dr. Dre, DeFari, Xzibit, Knoc-Turn'Al, Time Bomb, King T, MC Ren, Kokane",Compton,US,US-CA,en
"Dr. Dre, Eminem, Xzibit",Compton,US,US-CA,en
"Dr. Dre, Hittman, Kurupt, Ms. Roq",Compton,US,US-CA,en
"Dr. Dre, Knoc-Turn'Al, Hittman",Compton,US,US-CA,en
"Dr. John",New Orleans,US,US-LA,en
"Dr. Lonnie Smith",Lackawanna,US,US-NY,en
"Earl Scruggs, Doc Watson & Ricky Skaggs",Nashville,US,US-TN,en
"Edie Brickell & New Bohemians",Dallas,US,US-TX,en
"Emanuel",Louisville,US,US-KY,en
"Emigrate",Berlin,DE,DE-BE,en
"Empire Of The Sun",Sydney,AU,AU-NSW,en
"Eric B. & Rakim",Long Island,US,US-NY,en
"Fairfield Convention",Fairfield,US,US-AL,en
"Fairfield Four",Nashville,US,US-TN,en
"Fightstar",London,GB,GB-LND,en
"Five Man Electrical Band",Ottawa,CA,CA-ON,en
"Flight Of The Conchords",Wellington,NZ,NZ-WGN,en
"Florence + The Machine",London,GB,GB-LND,en
"Flyleaf Vs. The Legion Of Doom",Belton,US,US-TX,en
"Frank Zappa and The Mothers with Captain Beefheart",Los Angeles,US,US-CA,en
"Franki Valli",Newark,US,US-NJ,en
"Frankie Valli & The Four Seasons",Newark,US,US-NJ,en
"Free Blood",New York City,US,US-NY,en
"Friendly Fires",St Albans,GB,GB-HRT,en
"Fun.",New York City,US,US-NY,en
"G-Eazy",Oakland,US,US-CA,en
"George Lam (林子祥)",Hong Kong,HK,HK,zh
"Ghostland Observatory",Austin,US,US-TX,en
"Godspeed You! Black Emperor",Montreal,CA,CA-QC,en
"Goose",Norwalk,US,US-CT,en
"Hank Williams Jr.",Shreveport,US,US-LA,en
"Harold Melvin & The Blue Notes",Philadelphia,US,US-PA,en
"Harry McClintock",Knoxville,US,US-TN,en
"HeartsRevolution",New York City,US,US-NY,en
"Herbert E. Sacker, Nina Simone, Mocean Worker",New York City,US,US-NY,en
"Hockey",Portland,US,US-OR,en
"Houndsmouth",New Albany,US,US-IN,en
"Iggy Pop & The Stooges",Ann Arbor,US,US-MI,en
"Iglu & Hartly",Los Angeles,US,US-CA,en
"InnerPartySystem",Mohnton,US,US-PA,en
"It Dies Today",Buffalo,US,US-NY,en
"J-Clutch",London,GB,GB-LND,en
"JUNIOR SENIOR",Aars,DK,DK-81,en
"James Holden, The Animal Spirits",Exeter,GB,GB-DEV,en
"James Ingram ft. Michael McDonald",Akron,US,US-OH,en
"Jay Ski, The Quad City DJ's",Jacksonville,US,US-FL,en
"Jay-Z feat. Fela Kuti",Brooklyn,US,US-NY,en
"Jeannie C. Riley",Anson,US,US-TX,en
"Jellybones",Sydney,AU,AU-NSW,en
"Joey Bada$$",Brooklyn,US,US-NY,en
"Junior Boys",Hamilton,CA,CA-ON,en
"Justice",Paris,FR,FR-75,en
"Kaiser Chiefs",Leeds,GB,GB-LDS,en
"Kesha",Los Angeles,US,US-CA,en
"Kesha, 3OH!3, DJ Skeet Skeet",Los Angeles,US,US-CA,en
"KiD CuDi ft. MGMT & Ratatat",Cleveland,US,US-OH,en
"Kid Cudi",Cleveland,US,US-OH,en
"Kid Sister",Chicago,US,US-IL,en
"Klaxons",London,GB,GB-LND,en
"Kweku Saunderson, Dai Burger",Detroit,US,US-MI,en
"L'Impératrice",Paris,FR,FR-75,fr
"LMFAO",Los Angeles,US,US-CA,en
"Lady Gaga",New York City,US,US-NY,en
"Ladyhawke",Masterton,NZ,NZ-WGN,en
"Larry Gatlin & The Gatlin Brothers",Seminole,US,US-TX,en
"Liam Finn + Eliza Jane",Auckland,NZ,NZ-AUK,en
"Lipps Inc.",Minneapolis,US,US-MN,en
"Lonnie Liston Smith & The Cosmic Echoes",Richmond,US,US-VA,en
"Los Angeles Philharmonic",Los Angeles,US,US-CA,en
"Luny Tunes, DJ Nelson, Wisin, Yandel",San Juan,PR,PR,es
"M.I.A.",London,GB,GB-LND,en
"M.O.P. ft Funkmaster Flex",Brooklyn,US,US-NY,en
"MGMT",Middletown,US,US-CT,en
"MSTRKRFT",Toronto,CA,CA-ON,en
"MSTRKRFT, N.O.R.E.",Toronto,CA,CA-ON,en
"Major Lazer",Kingston,JM,JM-01,en
"Maldita Vecindad",Mexico City,MX,MX-CMX,es
"Martin L. Gore",London,GB,GB-LND,en
"Mary J. Blige",New York City,US,US-NY,en
