Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
8Ball & MJG,Memphis,US,US-TN,en
Apes of the State,Lancaster,US,US-PA,en
Bon Jovi,Sayreville,US,US-NJ,en
Bone Thugs-N-Harmony,Cleveland,US,US-OH,en
Booker T. & The M.G.s,Memphis,US,US-TN,en
Bowling for Soup,Wichita Falls,US,US-TX,en
Brad Mehldau,Jacksonville,US,US-FL,en
Bran Van 3000,Montreal,CA,CA-QC,en
Broken Bells,Los Angeles,US,US-CA,en
Brooks & Dunn,Nashville,US,US-TN,en
Bruce Hornsby,Williamsburg,US,US-VA,en
Buddy Holly,Lubbock,US,US-TX,en
Cheap Trick,Rockford,US,US-IL,en
Chet Faker,Melbourne,AU,AU-VIC,en
Chevelle,Grayslake,US,US-IL,en
Chicago,Chicago,US,US-IL,en
Chris Stapleton,Lexington,US,US-KY,en
Chuck Berry,St. Louis,US,US-MO,en
Cigarettes After Sex,El Paso,US,US-TX,en
Citizen Cope,Washington,US,US-DC,en
Clap Your Hands Say Yeah,Philadelphia,US,US-PA,en
Cold War Kids,Long Beach,US,US-CA,en
Coolio,Compton,US,US-CA,en
Counting Crows,Berkeley,US,US-CA,en
Cream,London,GB,GB-LND,en
Damian Marley,Kingston,JM,JM-01,en
Datarock,Bergen,NO,NO-46,en
David Bowie,London,GB,GB-LND,en
Digable Planets,New York,US,US-NY,en
Dirty Projectors,New York,US,US-NY,en
Dr. John,New Orleans,US,US-LA,en
Eric B. & Rakim,Long Island,US,US-NY,en
Florence + The Machine,London,GB,GB-LND,en
Friendly Fires,St Albans,GB,GB-HRT,en
Fun.,New York,US,US-NY,en
Ghostland Observatory,Austin,US,US-TX,en
Glen Campbell,Billstown,US,US-AR,en
Godspeed You! Black Emperor,Montreal,CA,CA-QC,en
Gucci Mane,Atlanta,US,US-GA,en
Harold Melvin & The Blue Notes,Philadelphia,US,US-PA,en
Houndsmouth,New Albany,US,US-IN,en
Howlin' Wolf,West Point,US,US-MS,en
Indochine,Paris,FR,FR-IDF,fr
Information Society,Minneapolis,US,US-MN,en
Ini Kamoze,Port Maria,JM,JM-04,en
J Mascis,Amherst,US,US-MA,en
James Blunt,Ludgershall,GB,GB-WIL,en
James Taylor Quartet,Rochester,GB,GB-MED,en
Jason Mraz,Mechanicsville,US,US-VA,en
Jerry Garcia,San Francisco,US,US-CA,en
Jesus Jones,Bradford on Avon,GB,GB-WIL,en
Jhené Aiko,Los Angeles,US,US-CA,en
Jim O'Rourke,Chicago,US,US-IL,en
Jimmy Buffett,Pascagoula,US,US-MS,en
Joe Strummer,Ankara,TR,TR-06,en
Joey Bada$$,New York,US,US-NY,en
John Scofield,Dayton,US,US-OH,en
Johnny Horton,Los Angeles,US,US-CA,en
Johnny Paycheck,Greenfield,US,US-OH,en
Joni Mitchell,Fort Macleod,CA,CA-AB,en
Joy Division,Salford,GB,GB-MAN,en
Judas Priest,West Bromwich,GB,GB-SAN,en
Junior Boys,Hamilton,CA,CA-ON,en
Jurassic 5,Los Angeles,US,US-CA,en
Kansas,Topeka,US,US-KS,en
Kate Bush,Bexleyheath,GB,GB-LND,en
Kenny G,Seattle,US,US-WA,en
Kenny Rogers,Houston,US,US-TX,en
Killing Joke,London,GB,GB-LND,en
Kings of Leon,Nashville,US,US-TN,en
Kiss,New York,US,US-NY,en
Klaxons,London,GB,GB-LND,en
Kool & The Gang,Jersey City,US,US-NJ,en
Korn,Bakersfield,US,US-CA,en
Kris Kristofferson,Brownsville,US,US-TX,en
Kurt Vile,Philadelphia,US,US-PA,en
Kyuss,Palm Desert,US,US-CA,en
L'Impératrice,Paris,FR,FR-IDF,fr
Lenny Kravitz,New York,US,US-NY,en
Little Feat,Los Angeles,US,US-CA,en
Local Natives,Los Angeles,US,US-CA,en
Los Lobos,Los Angeles,US,US-CA,en
Los Tucanes De Tijuana,Tijuana,MX,MX-BCN,es
Lou Reed,New York,US,US-NY,en
Love,Los Angeles,US,US-CA,en
Ludacris,Atlanta,US,US-GA,en
Luna,New York,US,US-NY,en
Lykke Li,Ystad,SE,SE-M,en
M83,Antibes,FR,FR-PAC,en
MC Hammer,Oakland,US,US-CA,en
MF DOOM,Long Beach,US,US-NY,en
Major Lazer,Kingston,JM,JM-01,en
Maldita Vecindad,Mexico City,MX,MX-CMX,es
Maná,Guadalajara,MX,MX-JAL,es
Mark Morrison,Leicester,GB,GB-LCE,en
Martha and the Muffins,Toronto,CA,CA-ON,en
Marty Robbins,Glendale,US,US-AZ,en
Marvin Gaye,Washington,US,US-DC,en
Mary J. Blige,New York,US,US-NY,en
Matchbox Twenty,Orlando,US,US-FL,en
Matisyahu,West Chester,US,US-PA,en
Matt & Kim,New York,US,US-NY,en
Mazzy Star,Santa Monica,US,US-CA,en
Meat Puppets,Phoenix,US,US-AZ,en
Mecano,Madrid,ES,ES-MD,es
Medeski Martin & Wood,New York,US,US-NY,en
Megan Thee Stallion,Houston,US,US-TX,en
Meghan Trainor,Nantucket,US,US-MA,en
Melvins,Montesano,US,US-WA,en
Men Without Hats,Montreal,CA,CA-QC,en
Merle Haggard,Oildale,US,US-CA,en
Meshuggah,Umeå,SE,SE-AC,en
Metro Boomin,St. Louis,US,US-MO,en
Metronomy,Totnes,GB,GB-DEV,en
Michael Bolton,New Haven,US,US-CT,en
Michael Jackson,Gary,US,US-IN,en
