Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
3OH!3,Boulder,US,US-CO,en
Against Me!,Gainesville,US,US-FL,en
AJJ,Phoenix,US,US-AZ,en
Arvo Pärt,Paide,EE,EE-51,et
A-Trak,Montreal,CA,CA-QC,en
Bat for Lashes,London,GB,GB-LND,en
Boards of Canada,Edinburgh,GB,GB-EDH,en
Bon Iver,Eau Claire,US,US-WI,en
Britney Spears,Kentwood,US,US-LA,en
Broken Social Scene,Toronto,CA,CA-ON,en
Bruno Mars,Honolulu,US,US-HI,en
Cakes Da Killa,Englewood,US,US-NJ,en
Calvin Harris,Dumfries,GB,GB-DGY,en
Cansei de Ser Sexy,São Paulo,BR,BR-SP,pt
Carín León,Hermosillo,MX,MX-SON,es
Cat Stevens,London,GB,GB-LND,en
Cher,El Centro,US,US-CA,en
Chic,New York,US,US-NY,en
Childish Gambino,Stone Mountain,US,US-GA,en
Chromeo,Montreal,CA,CA-QC,en
Clairo,Carlisle,US,US-MA,en
Cocteau Twins,Grangemouth,GB,GB-FAL,en
Coldplay,London,GB,GB-LND,en
Dinosaur Jr.,Amherst,US,US-MA,en
Dr. Dog,Philadelphia,US,US-PA,en
Dr. Dre,Compton,US,US-CA,en
Empire of the Sun,Sydney,AU,AU-NSW,en
Flight of the Conchords,Wellington,NZ,NZ-WGN,en
Frank Zappa,Baltimore,US,US-MD,en
Goose,Norwalk,US,US-CT,en
Green Day,Rodeo,US,US-CA,en
Gwen Stefani,Fullerton,US,US-CA,en
Hank Williams Jr.,Shreveport,US,US-LA,en
Iggy Pop,Muskegon,US,US-MI,en
J Balvin,Medellín,CO,CO-ANT,es
Jack Harlow,Louisville,US,US-KY,en
Justice,Paris,FR,FR-IDF,fr
Katy Perry,Santa Barbara,US,US-CA,en
Kaytranada,Montreal,CA,CA-QC,en
Kendrick Lamar,Compton,US,US-CA,en
Khruangbin,Houston,US,US-TX,en
King Crimson,London,GB,GB-LND,en
King Krule,London,GB,GB-LND,en
Lady Gaga,New York,US,US-NY,en
LCD Soundsystem,New York,US,US-NY,en
Led Zeppelin,London,GB,GB-LND,en
Lil Wayne,New Orleans,US,US-LA,en
Little Dragon,Gothenburg,SE,SE-O,en
Lord Huron,Los Angeles,US,US-CA,en
M.I.A.,Hounslow,GB,GB-LND,en
Mac DeMarco,Duncan,CA,CA-BC,en
Madonna,Bay City,US,US-MI,en
Maroon 5,Los Angeles,US,US-CA,en
Massive Attack,Bristol,GB,GB-BST,en
Men I Trust,Montreal,CA,CA-QC,en
MGMT,Middletown,US,US-CT,en
Moby,New York,US,US-NY,en
Modest Mouse,Issaquah,US,US-WA,en
Motörhead,London,GB,GB-LND,en
N.W.A,Compton,US,US-CA,en
Neil Young,Toronto,CA,CA-ON,en
Neutral Milk Hotel,Ruston,US,US-LA,en
New Order,Manchester,GB,GB-MAN,en
Nine Inch Nails,Cleveland,US,US-OH,en
of Montreal,Athens,US,US-GA,en
P!nk,Doylestown,US,US-PA,en
Parquet Courts,New York,US,US-NY,en
Pavement,Stockton,US,US-CA,en
Pearl Jam,Seattle,US,US-WA,en
Phil Collins,London,GB,GB-LND,en
Pink Floyd,London
