Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Nadezhda Plevitskaya,Vinnikovo,RU,RU-KRS,ru
Napoleon XIV,New York City,US,US-NY,en
"Nat King Cole Trio",Chicago,US,US-IL,en
Natalie Imbruglia,Sydney,AU,AU-NSW,en
Natural Child,Nashville,US,US-TN,en
Neckbeard Deathcamp,Chicago,US,US-IL,en
Negro Terror,Memphis,US,US-TN,en
Nekfeu,La Trinité,FR,FR-06,fr
Nelly Furtado,Victoria,CA,CA-BC,en
Nena,Hagen,DE,DE-NW,de
Nene Malo,Lomas de Zamora,AR,AR-B,es
Neon Indian,Denton,US,US-TX,en
Neon Trees,Provo,US,US-UT,en
New Edition,Boston,US,US-MA,en
New Grass Revival,Louisville,US,US-KY,en
Newcleus,Brooklyn,US,US-NY,en
Neşe Karaböcek,Istanbul,TR,TR-34,tr
"Nicole Willis & The Soul Investigators",Helsinki,FI,FI-18,en
Nicos,Athens,GR,GR-I,el
Night Ranger,San Francisco,US,US-CA,en
Nightmares on Wax,Leeds,GB,GB-LDS,en
Nils,Munich,DE,DE-BY,en
Nina Simone,Tryon,US,US-NC,en
Nine Days,Long Island,US,US-NY,en
Niska,Évry,FR,FR-91,fr
"Niska, Booba",Évry,FR,FR-91,fr
Nitty Gritty Dirt Band,Long Beach,US,US-CA,en
Noah and the Whale,Twickenham,GB,GB-RIC,en
Noam Chomsky,Philadelphia,US,US-PA,en
Noir Désir,Bordeaux,FR,FR-33,fr
Nonpoint,Fort Lauderdale,US,US-FL,en
Norman Greenbaum,Malden,US,US-MA,en
North End,Jersey City,US,US-NJ,en
Nu Shooz,Portland,US,US-OR,en
"O Brother, Where Art Thou (Various Artists)",Nashville,US,US-TN,en
O-Town,Orlando,US,US-FL,en
O.A.R.,Rockville,US,US-MD,en
OFWGKTA,Los Angeles,US,US-CA,en
OG Maco,College Park,US,US-GA,en
OI POLLOI,Edinburgh,GB,GB-EDH,en
OK Go,Chicago,US,US-IL,en
OMC,Auckland,NZ,NZ-AUK,en
OMD (Orchestral Manoeuvres in the Dark),Wirral,GB,GB-WRL,en
OST (Original Soundtrack),Los Angeles,US,US-CA,en
Obed Edom,Mexico City,MX,MX-CMX,es
Obituary,Tampa,US,US-FL,en
Oesch’s die Dritten,Unterlangenegg,CH,CH-BE,de
Ofra Haza,Tel Aviv,IL,IL-TA,he
Ohio Players,Dayton,US,US-OH,en
Old Crow Medicine Show,Harrisonburg,US,US-VA,en
Oliver Cheatham,Detroit,US,US-MI,en
Olivia Newton-John,Cambridge,GB,GB-CAM,en
"Olivia Newton-John, John Travolta",Cambridge,GB,GB-CAM,en
Omar Souleyman,Tell Tamer,SY,SY-HA,ar
Open Mike Eagle,Chicago,US,US-IL,en
Opeth,Stockholm,SE,SE-AB,en
Oranssi Pazuzu,Seinäjoki,FI,FI-17,fi
Orgy,Los Angeles,US,US-CA,en
Orion Sun,New Jersey,US,US-NJ,en
Orleans,Woodstock,US,US-NY,en
Orquesta Mondragón,San Sebastián,ES,ES-SS,es
Osborne Brothers,Hyden,US,US-KY,en
Osees,San Francisco,US,US-CA,en
Osoku,Tokyo,JP,JP-13,ja
Oteil And The Peacemakers,Birmingham,US,US-AL,en
Otis Redding,Dawson,US,US-GA,en
Ought,Montreal,CA,CA-QC,en
Our Lady Peace,Toronto,CA,CA-ON,en
Operation Ivy,Berkeley,US,US-CA,en
Ozzy Osbourne,Birmingham,GB,GB-BIR,en
P!nk,Doylestown,US,US-PA,en
P-Square,Lagos,NG,NG-LA,en
P.O.D.,San Diego,US,US-CA,en
PACKS,Toronto,CA,CA-ON,en
Panic! At The Disco,Las Vegas,US,US-NV,en
Pachyman,San Juan,PR,PR,en
Palace,London,GB,GB-LND,en
Pale Saints,Leeds,GB,GB-LDS,en
Palehound,Yonkers,US,US-NY,en
Palmbomen,Breda,NL,NL-NB,en
Pam Tillis,Plant City,US,US-FL,en
Pan Head,Kingston,JM,JM-01,en
Panderator,Berlin,DE,DE-BE,en
Panopticon,Louisville,US,US-KY,en
Pantera,Arlington,US,US-TX,en
Papa Roach,Vacaville,US,US-CA,en
Paper Ceilings,Grand Rapids,US,US-MI,en
Paper Route,Nashville,US,US-TN,en
Papercuts,San Francisco,US,US-CA,en
Paris Combo,Paris,FR,FR-75,fr
Parliament,Plainfield,US,US-NJ,en
Passion Pit,Cambridge,US,US-MA,en
Pastel,London,GB,GB-LND,en
Pat Benatar,New York City,US,US-NY,en
"Pat Martino, Sonny Rollins",Philadelphia,US,US-PA,en
Patrick Hernandez,Le Blanc-Mesnil,FR,FR-93,en
Patrulla 81,Durango,MX,MX-DUR,es
Patsy Cline,Winchester,US,US-VA,en
Patti Smith Group,New York City,US,US-NY,en
Paul Engemann,Miami,US,US-FL,en
"Paul McCartney And Wings",London,GB,GB-LND,en
Paul Oakenfold,London,GB,GB-LND,en
Paul Young,Luton,GB,GB-LUT,en
Paula Cole,Rockport,US,US-MA,en
Pearly Queen,London,GB,GB-LND,en
Peggy Gou,Incheon,KR,KR-28,en
Pekatralatak,Strasbourg,FR,FR-67,fr
Pennywise,Hermosa Beach,US,US-CA,en
Pentagram,Alexandria,US,US-VA,en
"Percy Faith and his Orchestra",Toronto,CA,CA-ON,en
"Peso Pluma, Grupo Frontera",Zapopan,MX,MX-JAL,es
"Peso Pluma, Ovy On The Drums",Zapopan,MX,MX-JAL,es
Pet Shop Boys,London,GB,GB-LND,en
Pete Drake,Augusta,US,US-GA,en
Pete and the Pirates,Reading,GB,GB-RDG,en
Peter Bjorn & John,Stockholm,SE,SE-AB,en
Peter Bjorn and John,Stockholm,SE,SE-AB,en
Peter Cetera,Chicago,US,US-IL,en
Peter Frampton,Beckenham,GB,GB-BRY,en
Peter Gabriel,Chobham,GB,GB-SRY,en
"Peter Gabriel Feat. Kate Bush",Chobham,GB,GB-SRY,en
Peter Green,London,GB,GB-LND,en
Peter White,Luton,GB,GB-LUT,en
