Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
$ilkMoney,Richmond,US,US-VA,en
3OH!3,Boulder,US,US-CO,en
4AD,London,GB,GB-ENG,en
8Ball & MJG,Memphis,US,US-TN,en
8Uno,Las Palmas,ES,ES-CN,es
? and the Mysterians,Bay City,US,US-MI,en
"A&T Drumline ""The Senate""",Greensboro,US,US-NC,en
AJJ (Andrew Jackson Jihad),Phoenix,US,US-AZ,en
Ace Combat,Tokyo,JP,JP-13,ja
Adam Dornblum / Mocean Worker,New York City,US,US-NY,en
Adrian Belew,Covington,US,US-KY,en
Adult Swim,Atlanta,US,US-GA,en
Afida Turner,Auchel,FR,FR-HDF,fr
Against All Logic,New York City,US,US-NY,en
Against Me!,Gainesville,US,US-FL,en
Ahmed Spins,Casablanca,MA,MA-06,en
Ajja,Geneva,CH,CH-GE,en
Alabama 3,London,GB,GB-ENG,en
Alain Otayek,Beirut,LB,LB-BA,ar
Alejandro Fernández,Guadalajara,MX,MX-JAL,es
Alex Siegel,Los Angeles,US,US-CA,en
Ali Farka Touré,Niafunké,ML,ML-TB,fr
Alice in Chains,Seattle,US,US-WA,en
Aline,Marseille,FR,FR-PAC,fr
Alka Yagnik,Mumbai,IN,IN-MH,hi
Allen Pound's Get Rich,London,GB,GB-ENG,en
Allman Brothers Band,Jacksonville,US,US-FL,en
Alto Linaje,San Bernardino,US,US-CA,es
Ambrosia Parsley,New York City,US,US-NY,en
Andrew York,Los Angeles,US,US-CA,en
Andy Bullock,Oxford,GB,GB-ENG,en
Andy Summers,London,GB,GB-ENG,en
Anoraak,Nantes,FR,FR-PDL,en
Apache Sun,Glasgow,GB,GB-SCT,en
Apes Of The State,Lancaster,US,US-PA,en
Archie Bronson Outfit,Bath,GB,GB-ENG,en
Arvo Pärt,Paide,EE,EE-51,et
Astrocolor,Victoria,CA,CA-BC,en
Audio Isolation,London,GB,GB-ENG,en
Aurora,Stavanger,NO,NO-11,en
Aya Nakamura,Bamako,ML,ML-BKO,fr
A‐Trak,Montreal,CA,CA-QC,en
B.B.E.,Paris,FR,FR-IDF,en
B.o.B,Decatur,US,US-GA,en
BLESSD,Medellín,CO,CO-ANT,es
Bat for Lashes,London,GB,GB-ENG,en
Beak>,Bristol,GB,GB-ENG,en
Bernie Sanders,Burlington,US,US-VT,en
Big Brother & The Holding Company,San Francisco,US,US-CA,en
Big Sean,Detroit,US,US-MI,en
Bill Monroe,Rosine,US,US-KY,en
Billy Allen,Florence,US,US-AL,en
Billy Ray Cyrus,Flatwoods,US,US-KY,en
Billy Strings,Lansing,US,US-MI,en
Black 47,New York City,US,US-NY,en
Black Devil Disco Club,Paris,FR,FR-IDF,en
Black Kids,Jacksonville,US,US-FL,en
Black Label Society,Los Angeles,US,US-CA,en
Black Lips,Atlanta,US,US-GA,en
Black Marble,Brooklyn,US,US-NY,en
Black Moth Super Rainbow,Pittsburgh,US,US-PA,en
Black Mountain,Vancouver,CA,CA-BC,en
Black Oak Arkansas,Black Oak,US,US-AR,en
Blackbird Blackbird,San Francisco,US,US-CA,en
Blake Shelton,Ada,US,US-OK,en
Blancmange,Harrow,GB,GB-ENG,en
Bleed the Sky,Orange County,US,US-CA,en
Blindside,Stockholm,SE,SE-AB,en
Blitzkid,Bluefield,US,US-WV,en
Blockhead,New York City,US,US-NY,en
Blood For Blood,Boston,US,US-MA,en
Blood Red Velvet,Los Angeles,US,US-CA,en
"Blood, Sweat & Tears",New York City,US,US-NY,en
Bloodbath,Stockholm,SE,SE-AB,en
Blue October,Houston,US,US-TX,en
Blue Six,New York City,US,US-NY,en
Blues Image,Tampa,US,US-FL,en
