Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
The Mountain Goats,Claremont,US,US-CA,en
The Olympians,New York City,US,US-NY,en
"The Original Caste",Calgary,CA,CA-AB,en
The Overton Berry Ensemble,Seattle,US,US-WA,en
The Pains of Being Pure at Heart,New York City,US,US-NY,en
The Paul Bailey Sound,London,GB,GB-LND,en
The Petersens,Branson,US,US-MO,en
The Ponys,Chicago,US,US-IL,en
The Pretenders,Hereford,GB,GB-HRE,en
The Rebirth,Los Angeles,US,US-CA,en
The Redwalls,Chicago,US,US-IL,en
The Robies,London,GB,GB-LND,en
The Ruby Suns,Auckland,NZ,NZ-AUK,en
The Serfs,Cincinnati,US,US-OH,en
The Shaky Hands,Portland,US,US-OR,en
The Silver State,Las Vegas,US,US-NV,en
The Sound Defects,Indianapolis,US,US-IN,en
The Space Cossacks,"Washington, D.C.",US,US-DC,en
The Sure Fire Soul Ensemble,San Diego,US,US-CA,en
The The,London,GB,GB-LND,en
The Undisputed Truth,Detroit,US,US-MI,en
The Voice,London,GB,GB-LND,en
The Weirdos,Los Angeles,US,US-CA,en
The Whites,Fort Smith,US,US-AR,en
The Whitest Boy Alive,Berlin,DE,DE-BE,en
The Wolves of Chernobyl,Prague,CZ,CZ-10,en
Thelonius Monk,Rocky Mount,US,US-NC,en
Thighpaulsandra,Pontypridd,GB,GB-RCT,en
This Bike Is a Pipe Bomb,Pensacola,US,US-FL,en
"Three 6 Mafia feat. Big Gipp",Memphis,US,US-TN,en
"Three 6 Mafia feat. Insane Clown Posse & Twiztid",Memphis,US,US-TN,en
"Three 6 Mafia feat. La Chat",Memphis,US,US-TN,en
"Three 6 Mafia feat. Mr. Serv-On, Fiend & La Chat",Memphis,US,US-TN,en
"Three 6 Mafia, UGK, Project Pat",Memphis,US,US-TN,en
Tijuana No!,Tijuana,MX,MX-BCN,es
Tiken Jah Fakoly,Odienné,CI,CI-31,fr
Tim Blake Nelson,Tulsa,US,US-OK,en
Tim Fite,Brooklyn,US,US-NY,en
"Timmy Trumpet, Will Sparks, Code Black, Toneshifterz",Sydney,AU,AU-NSW,en
Todos Tus Muertos,Buenos Aires,AR,AR-C,es
Tokischa,Puerto Plata,DO,DO-18,es
Tommy Guerrero,San Francisco,US,US-CA,en
Tommy James,Dayton,US,US-OH,en
Tops,Montreal,CA,CA-QC,en
Total,New Jersey,US,US-NJ,en
Toy Tonics,Munich,DE,DE-BY,en
Training for Utopia,Sacramento,US,US-CA,en
Trance Farmers,Los Angeles,US,US-CA,en
Trash Cats,London,GB,GB-LND,en
"Travis Scott ft Young Thug & M.I.A.",Houston,US,US-TX,en
"Travis Scott, Future, 2 Chainz",Houston,US,US-TX,en
"Travis Scott, Justin Bieber, Young Thug",Houston,US,US-TX,en
"Travis Scott, Kanye West",Houston,US,US-TX,en
"Travis Scott, Quavo",Houston,US,US-TX,en
"Travis Scott, ScHoolboy Q",Houston,US,US-TX,en
"Travis Scott, Swae Lee, Chief Keef",Houston,US,US-TX,en
"Travis Scott, The Weeknd",Houston,US,US-TX,en
"Travis Scott, Toro y Moi",Houston,US,US-TX,en
Tre Oh Fie,Dallas,US,US-TX,en
Tres,San Francisco,US,US-CA,en
Trisomie 21,Lille,FR,FR-59,en
Tropical del Bravo,San Nicolas de los Garza,MX,MX-NLE,es
Trouble Funk,"Washington, D.C.",US,US-DC,en
Tunde Adebimpe,St. Louis,US,US-MO,en
Twin Sister,Long Island,US,US-NY,en
Tyrone Brunson,"Washington, D.C.",US,US-DC,en
UK Decay,Luton,GB,GB-LUT,en
UPROXX Indie Mixtape,Los Angeles,US,US-CA,en
Uffie,Miami,US,US-FL,en
Ultimate Painting,London,GB,GB-LND,en
Ultimate Spinach,Boston,US,US-MA,en
Uncle Murda,Brooklyn,US,US-NY,en
Unified Theory,Seattle,US,US-WA,en
Uranium Club,Minneapolis,US,US-MN,en
"Usher, MSTRKRFT",Dallas,US,US-TX,en
V.I.C.,Atlanta,US,US-GA,en
VILLAINS,New York City,US,US-NY,en
Vandelux,Vancouver,CA,CA-BC,en
Vanishing Twin,London,GB,GB-LND,en
"Vanzetti & Sacco, Void Vision",Philadelphia,US,US-PA,en
Venna,London,GB,GB-LND,en
"Viju Shah, Alka Yagnik & Udit Narayan",Mumbai,IN,IN-MH,hi
"W&W, Maurice West",Breda,NL,NL-NB,en
"Walter Egan, Stevie Nicks",Los Angeles,US,US-CA,en
Warner Records Vault,Burbank,US,US-CA,en
Warp Factor 9,New York City,US,US-NY,en
Waters,San Francisco,US,US-CA,en
Wave Machines,Liverpool,GB,GB-LIV,en
We The Heathens,Wisconsin,US,US-WI,en
"Weavers & Terry Gilkyson",New York City,US,US-NY,en
Weird Owl,Brooklyn,US,US-NY,en
Wet Willie,Mobile,US,US-AL,en
William S. Burroughs,St. Louis,US,US-MO,en
Wise Blood,Pittsburgh,US,US-PA,en
Wizard Sleeve,Miami,US,US-FL,en
Woody and Jeremy,Los Angeles,US,US-CA,en
Woolfy,Los Angeles,US,US-CA,en
X.Y. Spaces,London,GB,GB-LND,en
"Yo-Yo Ma & Bobby McFerrin",Paris,FR,FR-75,en
Young Rival,Hamilton,CA,CA-ON,en
"Youssoupha, William MUNDAYA NA MPUTU, Youssoupha MABIKI",Kinshasa,CD,CD-KN,fr
Yuuf,London,GB,GB-LND,en
YĪN YĪN,Maastricht,NL,NL-LI,en
edbl,Chester,GB,GB-CHW,en
jazzandmilk,Munich,DE,DE-BY,en
jclutch,London,GB,GB-LND,en
"letmode, Saba and Joseph Chilliams",Chicago,US,US-IL,en
sir Was,Gothenburg,SE,SE-O,en
tourdefrance,Paris,FR,FR-75,fr
unouomedude,Portland,US,US-OR,en
Ánna Víssi,Pyla,CY,CY-04,el
Андрей Картавцев,Omsk,RU,RU-OMS,ru
Электрические сады репталов,Moscow,RU,RU-MOW,ru
