Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Sister Sledge,Philadelphia,US,US-PA,en
Ska-P,Madrid,ES,ES-MD,es
Skinny Puppy,Vancouver,CA,CA-BC,en
Slade,Wolverhampton,GB,GB-WLV,en
Slayer,Huntington Park,US,US-CA,en
Sleigh Bells,Brooklyn,US,US-NY,en
Slightly Stoopid,San Diego,US,US-CA,en
Slipknot,Des Moines,US,US-IA,en
Slowdive,Reading,GB,GB-RDG,en
Snow,Toronto,CA,CA-ON,en
Soft Cell,Leeds,GB,GB-LDS,en
Soilwork,Helsingborg,SE,SE-M,en
Solange Knowles,Houston,US,US-TX,en
"Solomon Burke, De Dijk",Philadelphia,US,US-PA,en
Son Little,Los Angeles,US,US-CA,en
Sonic Youth,New York City,US,US-NY,en
"Sonic Youth, Jim O'Rourke",New York City,US,US-NY,en
"Sonic Youth, Yamatsuka Eye",New York City,US,US-NY,en
Sonny Smith,San Francisco,US,US-CA,en
Soul Karnival,London,GB,GB-LND,en
"Soul Mann & The Brothers",New York City,US,US-NY,en
Space Of Variants,Vinnytsia,UA,UA-05,en
Spacemen 3,Rugby,GB,GB-WAR,en
Spinnerette,Los Angeles,US,US-CA,en
Sports,Oklahoma City,US,US-OK,en
Sprung Monkey,San Diego,US,US-CA,en
Squid Game (Jung Jae-il),Seoul,KR,KR-11,ko
"St. Paul & The Broken Bones",Birmingham,US,US-AL,en
Stafford Beer,London,GB,GB-LND,en
Starland Vocal Band,"Washington, D.C.",US,US-DC,en
Steam Powered Giraffe,San Diego,US,US-CA,en
Stick and Poke,Toronto,CA,CA-ON,en
Stochelo Rosenberg,Helmond,NL,NL-NB,en
Stompin Nachos,Madrid,ES,ES-MD,es
Storm Corrosion,London,GB,GB-LND,en
"Stéphane SAX, Amhed Spins",Paris,FR,FR-75,en
Su Majestad La Brissa,Estación Corral,MX,MX-SON,es
"Suba feat. Cibelle",São Paulo,BR,BR-SP,pt
Subhumans,Vancouver,CA,CA-BC,en
Suburban Lawns,Long Beach,US,US-CA,en
Sugar Candy Mountain,Oakland,US,US-CA,en
"Sultana Nooran, Jyoti Nooran",Jalandhar,IN,IN-PB,pa
Sunday's Best,Los Angeles,US,US-CA,en
Sunn O))),Seattle,US,US-WA,en
Super Lamas,Actopan,MX,MX-VER,es
Superbus,Palaiseau,FR,FR-91,fr
Surf City,Auckland,NZ,NZ-AUK,en
Surf Trash,Newcastle,AU,AU-NSW,en
Surface,New Jersey,US,US-NJ,en
Sweet smoke,Brooklyn,US,US-NY,en
Sweetreat,London,GB,GB-LND,en
Swim Mountain,London,GB,GB-LND,en
Sylvan LaCue,Miami,US,US-FL,en
"T.I., Beanie Sigel",Atlanta,US,US-GA,en
T.S.O.L.,Long Beach,US,US-CA,en
THEODORA,Paris,FR,FR-75,fr
TOKiMONSTA,Los Angeles,US,US-CA,en
TOMORA,London,GB,GB-LND,en
TRAITRS,Toronto,CA,CA-ON,en
Takuya Kuroda,Ashiya,JP,JP-28,ja
Tammy Cochran,Austinburg,US,US-OH,en
Tasmin Archer,Bradford,GB,GB-WYK,en
Taylor Holmes,Newark,US,US-NJ,en
"Taylor McFerrin, RYAT",New York City,US,US-NY,en
Tear Da Club Up Thugs,Memphis,US,US-TN,en
Ted Greene,Los Angeles,US,US-CA,en
Teenage Dads,Mornington Peninsula,AU,AU-VIC,en
