Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Sammy Kershaw,Kaplan,US,US-LA,en
Santana,Autlán de Navarro,MX,MX-JAL,en
Santigold,Philadelphia,US,US-PA,en
Sara Evans,Boonville,US,US-MO,en
Savage Garden,Brisbane,AU,AU-QLD,en
ScHoolboy Q,Wiesbaden,DE,DE-HE,en
Scandal,Paterson,US,US-NJ,en
Scatman John,El Monte,US,US-CA,en
Scientist,Kingston,JM,JM-01,en
Seal,London,GB,GB-LND,en
Seals and Crofts,De Queen,US,US-AR,en
Sean Kingston,Miami,US,US-FL,en
Selena,Lake Jackson,US,US-TX,es
Semisonic,Minneapolis,US,US-MN,en
Senses Fail,Ridgewood,US,US-NJ,en
Serge Gainsbourg,Paris,FR,FR-75,fr
Sergei Prokofiev,Sontsivka,UA,UA-14,ru
Shaggy,Kingston,JM,JM-01,en
Shakira,Barranquilla,CO,CO-ATL,es
Shalamar,Los Angeles,US,US-CA,en
Shamir,Las Vegas,US,US-NV,en
Shania Twain,Windsor,CA,CA-ON,en
Shannon,"Washington, D.C.",US,US-DC,en
Shannon and The Clams,Oakland,US,US-CA,en
She Wants Revenge,San Fernando Valley,US,US-CA,en
Shenandoah,Muscle Shoals,US,US-AL,en
Sheryl Crow,Kennett,US,US-MO,en
Shop Boyz,Atlanta,US,US-GA,en
Shout Out Louds,Stockholm,SE,SE-AB,en
Shuggie Otis,Los Angeles,US,US-CA,en
Sidney Samson,Alkmaar,NL,NL-NH,en
Silversun Pickups,Los Angeles,US,US-CA,en
Silvio Rodríguez,San Antonio de los Baños,CU,CU-15,es
Simon & Garfunkel,New York City,US,US-NY,en
Simple Minds,Glasgow,GB,GB-GLG,en
Sinéad O'Connor,Dublin,IE,IE-D,en
Sir Chloe,Bennington,US,US-VT,en
Sisqó,Baltimore,US,US-MD,en
Sister Nancy,Kingston,JM,JM-01,en
Sister Sledge,Philadelphia,US,US-PA,en
Sixpence None the Richer,New Braunfels,US,US-TX,en
Ska-P,Madrid,ES,ES-MD,es
Skee-Lo,Poughkeepsie,US,US-NY,en
Skinny Puppy,Vancouver,CA,CA-BC,en
Slade,Wolverhampton,GB,GB-WLV,en
Slayer,Huntington Park,US,US-CA,en
Sleigh Bells,Brooklyn,US,US-NY,en
Slick Rick,London,GB,GB-LND,en
Slightly Stoopid,Ocean Beach,US,US-CA,en
Slipknot,Des Moines,US,US-IA,en
Slowdive,Reading,GB,GB-RDG,en
Sly & The Family Stone,San Francisco,US,US-CA,en
Smash Mouth,San Jose,US,US-CA,en
Smokey Robinson,Detroit,US,US-MI,en
Snarky Puppy,Denton,US,US-TX,en
Snow,North York,CA,CA-ON,en
Snow Patrol,Dundee,GB,GB-DND,en
Social Distortion,Fullerton,US,US-CA,en
Sofi Tukker,Florida,US,US-FL,en
Soft Cell,Leeds,GB,GB-LDS,en
Soilwork,Helsingborg,SE,SE-M,en
Solange Knowles,Houston,US,US-TX,en
Songs: Ohia,Lorain,US,US-OH,en
Sonic Youth,New York City,US,US-NY,en
Soul Asylum,Minneapolis,US,US-MN,en
Soulja Boy,Chicago,US,US-IL,en
Soundgarden,Seattle,US,US-WA,en
Spacehog,Leeds,GB,GB-LDS,en
Spandau Ballet,Islington,GB,GB-LND,en
Sparklehorse,Richmond,US,US-VA,en
Sparks,Los Angeles,US,US-CA,en
Spice Girls,London,GB,GB-LND,en
Spin Doctors,New York City,US,US-NY,en
Spirit,Los Angeles,US,US-CA,en
Sponge,Detroit,US,US-MI,en
Spoon,Austin,US,US-TX,en
Squarepusher,Chelmsford,GB,GB-ESS,en
St Germain,Saint-Germain-en-Laye,FR,FR-78,en
St Vincent,Tulsa,US,US-OK,en
Starship,San Francisco,US,US-CA,en
Static-X,Los Angeles,US,US-CA,en
Stealers Wheel,Paisley,GB,GB-REN,en
Steel Pulse,Birmingham,GB,GB-BIR,en
Steely Dan,Annandale-on-Hudson,US,US-NY,en
Stephen Stills,Dallas,US,US-TX,en
Steppenwolf,Toronto,CA,CA-ON,en
Stereolab,London,GB,GB-LND,en
Steve Earle,Fort Monroe,US,US-VA,en
Steve Lacy,Compton,US,US-CA,en
Steve Miller Band,San Francisco,US,US-CA,en
Stevie Nicks,Phoenix,US,US-AZ,en
Stevie Ray Vaughan & Double Trouble,Austin,US,US-TX,en
Stevie Wonder,Saginaw,US,US-MI,en
Stone Sour,Des Moines,US,US-IA,en
Stone Temple Pilots,San Diego,US,US-CA,en
Strawberry Alarm Clock,Los Angeles,US,US-CA,en
Sturgill Simpson,Jackson,US,US-KY,en
Sublime,Long Beach,US,US-CA,en
Suede,London,GB,GB-LND,en
Sufjan Stevens,Detroit,US,US-MI,en
Sugar Ray,Newport Beach,US,US-CA,en
Sugarcult,Santa Barbara,US,US-CA,en
Suicidal Tendencies,Venice,US,US-CA,en
Suicide,New York City,US,US-NY,en
Sun Kil Moon,San Francisco,US,US-CA,en
Sun Ra,Birmingham,US,US-AL,en
Sunny Day Real Estate,Seattle,US,US-WA,en
Supertramp,London,GB,GB-LND,en
Survivor,Chicago,US,US-IL,en
Swans,New York City,US,US-NY,en
Sweet,London,GB,GB-LND,en
System of a Down,Glendale,US,US-CA,en
T-Pain,Tallahassee,US,US-FL,en
T.I.,Atlanta,US,US-GA,en
TLC,Atlanta,US,US-GA,en
TOOL,Los Angeles,US,US-CA,en
TV Girl,San Diego,US,US-CA,en
TV on the Radio,Brooklyn,US,US-NY,en
Taking Back Sunday,Long Island,US,US-NY,en
Talk Talk,London,GB,GB-LND,en
Talking Heads,New York City,US,US-NY,en
Tammy Wynette,Tremont,US,US-MS,en
Tangerine Dream,Berlin,DE,DE-BE,en
Tanya Tucker,Seminole,US,US-TX,en
Taproot,Ann Arbor,US,US-MI,en
Tash Sultana,Melbourne,AU,AU-VIC,en
Tchaikovsky,Votkinsk,RU,RU-UD,ru
Tears For Fears,Bath,GB,GB-BAN,en
Teddy Pendergrass,Philadelphia,US,US-PA,en
Tedeschi Trucks Band,Jacksonville,US,US-FL,en
Television,New York City,US,US-NY,en
Temple Of The Dog,Seattle,US,US-WA,en
Tenacious D,Los Angeles,US,US-CA,en
Tenor Saw,Kingston,JM,JM-01,en
Tesla,Sacramento,US,US-CA,en
The 5th Dimension,Los Angeles,US,US-CA,en
The Animals,Newcastle upon Tyne,GB,GB-NET,en
The Association,Los Angeles,US,US-CA,en
The Ataris,Anderson,US,US-IN,en
The Avalanches,Melbourne,AU,AU-VIC,en
The B-52's,Athens,US,US-GA,en
The Band,Toronto,CA,CA-ON,en
The Beach Boys,Hawthorne,US,US-CA,en
