Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"3OH!3",Boulder,US,US-CO,en
"8Ball/MJG/Three 6 Mafia/Young Buck",Memphis,US,US-TN,en
"8Uno ft. Airam Páez",Las Palmas,ES,ES-GC,es
"? and the Mysterians",Bay City,US,US-MI,en
"AJJ (Andrew Jackson Jihad)",Phoenix,US,US-AZ,en
"Adam Dornblum, Bill Frisell, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, David Fathead Newman, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Jane Monheit, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Les McCann, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Rahsaan Roland Kirk, Mocean Worker",New York City,US,US-NY,en
"Afida Turner",Les Lilas,FR,FR-93,fr
"Against Me!",Gainesville,US,US-FL,en
"Ambrosia Parsley, Adam Dornblum, Mocean Worker",Reseda,US,US-CA,en
"Anoraak",Nantes,FR,FR-44,en
"Apes Of The State",Lancaster,US,US-PA,en
"Arvo Pärt",Paide,EE,EE-52,et
"A‐Trak",Montreal,CA,CA-QC,en
"B.o.B",Decatur,US,US-GA,en
"Bat for Lashes",London,GB,GB-LND,en
"Billy Allen + The Pollies",Muscle Shoals,US,US-AL,en
"Black Kids",Jacksonville,US,US-FL,en
"Bob Marley & The Wailers, LVNDSCAPE, Bolier",Nine Mile,JM,JM-06,en
"Booker T. & The M.G.s",Memphis,US,US-TN,en
"Bran Van 3000",Montreal,CA,CA-QC,en
"Britney Spears",McComb,US,US-MS,en
"Buck Owens",Sherman,US,US-TX,en
"C.W. McCall",Audubon,US,US-IA,en
"CCTV (Chucklehead Chimps Tree Vandalism)",St. Louis,US,US-MO,en
"CRYPTIC",London,GB,GB-LND,en
"CSS",São Paulo,BR,BR-SP,en
"Calvin Harris",Dumfries,GB,GB-DGY,en
"Cansei de Ser Sexy",São Paulo,BR,BR-SP,en
"Cansei de Ser Sexy, Calvin Harris",São Paulo,BR,BR-SP,en
"Cassettes Won't Listen",Brooklyn,US,US-NY,en
"Chad hates George.",Dallas,US,US-TX,en
"Charlie Clouser",Hanover,US,US-NH,en
"Charlie Daniels",Wilmington,US,US-NC,en
"Cherry Glazerr",Los Angeles,US,US-CA,en
"Chris Thomas King",Baton Rouge,US,US-LA,en
"Chromeo",Montreal,CA,CA-QC,en
"City Sleeps",Union Springs,US,US-AL,en
"Cobra Starship",New York City,US,US-NY,en
"Coconut Records",Los Angeles,US,US-CA,en
"Cold Cave",Philadelphia,US,US-PA,en
"Colonel Loud ft. T.I., Young Dolph, Ricco Barrino",Atlanta,US,US-GA,en
"Corey Taylor",Des Moines,US,US-IA,en
"Cosculluela ft. Nicky Jam",Humacao,PR,PR,es
"Coyote J. Calhoun",Nashville,US,US-TN
