Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Vieux Farka Touré,Niafunké,ML,ML-6,fr
Village People,"New York City, NY",US,US-NY,en
Vince Gill,Norman,US,US-OK,en
Violencia,Tijuana,MX,MX-BCN,es
Virus,"La Plata",AR,AR-B,es
Visage,London,GB,GB-LND,en
Vitas,Daugavpils,LV,LV-DGV,ru
Voxtrot,Austin,US,US-TX,en
WALK THE MOON,Cincinnati,US,US-OH,en
WITCH,Lusaka,ZM,ZM-09,en
Wagon Christ,Redruth,GB,GB-CON,en
Waka Flocka Flame,Atlanta,US,US-GA,en
Walter Wanderley,Recife,BR,BR-PE,pt
Warren G,Long Beach,US,US-CA,en
Warren Zevon,Chicago,US,US-IL,en
Washed Out,Perry,US,US-GA,en
Waylon Jennings,Littlefield,US,US-TX,en
Wayne Static,Muskegon,US,US-MI,en
We Are Scientists,Berkeley,US,US-CA,en
Ween,New Hope,US,US-PA,en
Weezer,Los Angeles,US,US-CA,en
Wendy Rene,Memphis,US,US-TN,en
Wesley Willis,Chicago,US,US-IL,en
Wham!,Bushey,GB,GB-HRT,en
White Zombie,"New York City, NY",US,US-NY,en
Whitney,Chicago,US,US-IL,en
Whitney Houston,Newark,US,US-NJ,en
Whodini,Brooklyn,US,US-NY,en
Wild Nothing,Blacksburg,US,US-VA,en
Wiley,London,GB,GB-LND,en
Wilfrido Vargas,Altamira,DO,DO-18,es
William DeVaughn,"Washington, D.C.",US,US-DC,en
William Onyeabor,Enugu,NG,NG-EN,en
Willie Nelson,Abbott,US,US-TX,en
Wings,London,GB,GB-LND,en
Wintergatan,Gothenburg,SE,SE-O,en
Wire,London,GB,GB-LND,en
Wishbone Ash,Torquay,GB,GB-TBY,en
Wiz Khalifa,Minot,US,US-ND,en
Wolf Gang,London,GB,GB-LND,en
Woody Guthrie,Okemah,US,US-OK,en
Wyclef Jean,Croix-des-Bouquets,HT,HT-OU,en
X,Los Angeles,US,US-CA,en
XTC,Swindon,GB,GB-SWD,en
Yacht,Portland,US,US-OR,en
Yamê,Cergy,FR,FR-95,fr
Yazoo,Basildon,GB,GB-ESS,en
Yeah Yeah Yeahs,"New York City, NY",US,US-NY,en
Yeasayer,Brooklyn,US,US-NY,en
Yelle,Saint-Brieuc,FR,FR-22,fr
Yellowcard,Jacksonville,US,US-FL,en
Yellowman,Kingston,JM,JM-01,en
Yes,London,GB,GB-LND,en
Ying Yang Twins,Atlanta,US,US-GA,en
Yma Sumac,Callao,PE,PE-CAL,es
Yo Gotti,Memphis,US,US-TN,en
Yo La Tengo,Hoboken,US,US-NJ,en
Yo-Yo Ma,Paris,FR,FR-75,en
Young Buck,Nashville,US,US-TN,en
Young Dolph,Chicago,US,US-IL,en
Young the Giant,Irvine,US,US-CA,en
Youth Brigade,Hollywood,US,US-CA,en
Yseult,Tergnier,FR,FR-02,fr
Yung Lean,Stockholm,SE,SE-AB,en
ZZ Top,Houston,US,US-TX,en
Zacarías Ferreíra,Tamboril,DO,DO-25,es
alt-J,Leeds,GB,GB-LDS,en
deadmau5,Niagara Falls,CA,CA-ON,en
of Montreal,Athens,US,US-GA,en
t.A.T.u.,Moscow,RU,RU-MOW,ru
the Notorious B.I.G.,"New York City, NY",US,US-NY,en
twenty one pilots,Columbus,US,US-OH,en
Ángel Parra,Valparaíso,CL,CL-VS,es
Ángeles del Infierno,Lasarte-Oria,ES,ES-SS,es
산울림,Seoul,KR,KR-11,ko
