Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Atlanta Rhythm Section,Doraville,US,US-GA,en
Atmosphere,Minneapolis,US,US-MN,en
Atreyu,Yorba Linda,US,US-CA,en
Audio Isolation,London,GB,GB-ENG,en
Audioslave,Glendale,US,US-CA,en
Augustus Pablo,Kingston,JM,JM-01,en
AURORA,Stavanger,NO,NO-11,en
Autechre,Rochdale,GB,GB-ENG,en
Autograph,Pasadena,US,US-CA,en
Avenged Sevenfold,Huntington Beach,US,US-CA,en
Average White Band,Dundee,GB,GB-SCT,en
Aya Nakamura,Bamako,ML,ML-BKO,fr
A‐Trak,Montreal,CA,CA-QC,en
B.B.E.,Paris,FR,FR-IDF,en
B.o.B,Decatur,US,US-GA,en
BADBADNOTGOOD,Toronto,CA,CA-ON,en
BALTHVS,Bogotá,CO,CO-DC,en
BLACKstreet,New York City,US,US-NY,en
BLESSD,Medellín,CO,CO-ANT,es
BT,Rockville,US,US-MD,en
Baby Bash,Vallejo,US,US-CA,en
Bachman-Turner Overdrive,Winnipeg,CA,CA-MB,en
Bad Brains,"Washington, D.C.",US,US-DC,en
Bad Company,London,GB,GB-ENG,en
Bad Religion,Los Angeles,US,US-CA,en
Bag Raiders,Sydney,AU,AU-NSW,en
Bahamas,Toronto,CA,CA-ON,en
Bakar,London,GB,GB-ENG,en
Bananarama,London,GB,GB-ENG,en
Banane Metalik,Rennes,FR,FR-BRE,fr
Band of Horses,Seattle,US,US-WA,en
Banda Arkangel,Tepic,MX,MX-NAY,es
Banda El Recodo,Mazatlán,MX,MX-SIN,es
Bangles,Los Angeles,US,US-CA,en
Barenaked Ladies,Scarborough,CA,CA-ON,en
Barry White,Galveston,US,US-TX,en
Basement Jaxx,London,GB,GB-ENG,en
Bass Drum Of Death,Oxford,US,US-MS,en
Bat for Lashes,London,GB,GB-ENG,en
Battles,New York City,US,US-NY,en
Bauhaus,Northampton,GB,GB-ENG,en
Bay Ledges,Eninitas,US,US-CA,en
Bayside,New York City,US,US-NY,en
Beach Fossils,New York City,US,US-NY,en
Beach House,Baltimore,US,US-MD,en
Beak>,Bristol,GB,GB-ENG,en
Beastie Boys,New York City,US,US-NY,en
Beat Connection,Seattle,US,US-WA,en
BeatKing,Houston,US,US-TX,en
Beck,Los Angeles,US,US-CA,en
Before Braille,Mesa,US,US-AZ,en
Beirut,Santa Fe,US,US-NM,en
Belinda Carlisle,Los Angeles,US,US-CA,en
Belly,Boston,US,US-MA,en
Ben Folds Five,Chapel Hill,US,US-NC,en
Ben Harper,Pomona,US,US-CA,en
Bent,Nottingham,GB,GB-ENG,en
Berlin,Los Angeles,US,US-CA,en
Bernard Wright,New York City,US,US-NY,en
Beta Band,Edinburgh,GB,GB-SCT,en
Beto Quintanilla,General Terán,MX,MX-NLE,es
Better Than Ezra,New Orleans,US,US-LA,en
Bibio,Wolverhampton,GB,GB-ENG,en
Biffy Clyro,Kilmarnock,GB,GB-SCT,en
Big Bad Voodoo Daddy,Ventura,US,US-CA,en
Big Black,Evanston,US,US-IL,en
Big Boss Twang,London,GB,GB-ENG,en
Big Brother & The Holding Company,San Francisco,US,US-CA,en
Big Sean,Detroit,US,US-MI,en
Big Tymers,New Orleans,US,US-LA,en
Bikini Kill,Olympia,US,US-WA,en
Bill Callahan,Silver Spring,US,US-MD,en
Bill Evans,Plainfield,US,US-NJ,en
Bill Monroe,Rosine,US,US-KY,en
Bill Withers,Slab Fork,US,US-WV,en
Billy Allen + The Pollies,Florence,US,US-AL,en
Billy Bragg,Barking,GB,GB-ENG,en
