Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"Against Me!",Gainesville,US,US-FL,en
"Ali Farka Touré, Toumani Diabaté",Niafunké,ML,ML-6,fr
"Alka Yagnik, Kumar Sanu and Udit Narayan",Mumbai,IN,IN-MH,hi
"Arvo Pärt",Paide,EE,EE-52,et
"Aya Nakamura, Myke Towers",Aulnay-sous-Bois,FR,FR-93,fr
"Big Sean & Metro Boomin",Detroit,US,US-MI,en
"Bon Iver & St Vincent",Eau Claire,US,US-WI,en
"Brian Eno & John Cale",London,GB,GB-LND,en
"C.W. McCall",Audubon,US,US-IA,en
"Chromeo",Montreal,CA,CA-QC,en
"Cobra Starship",New York City,US,US-NY,en
"Coconut Records",Los Angeles,US,US-CA,en
"Cold Cave",Philadelphia,US,US-PA,en
"Corey Taylor",Des Moines,US,US-IA,en
"Dan Black",Reading,GB,GB-RDG,en
"Danger",Lyon,FR,FR-69,fr
"David Bowie, Queen",London,GB,GB-LND,en
"Dinosaur Jr.",Amherst,US,US-MA,en
"Dr. Dre",Compton,US,US-CA,en
"Empire Of The Sun",Sydney,AU,AU-NSW,en
"Franki Valli",Newark,US,US-NJ,en
"G-Eazy",Oakland,US,US-CA,en
"Godspeed You! Black Emperor",Montreal,CA,CA-QC,en
"Hank Williams Jr.",Shreveport,US,US-LA,en
"Harry McClintock",Knoxville,US,US-TN,en
"Iggy Pop & The Stooges",Ann Arbor,US,US-MI,en
"James Holden, The Animal Spirits",Exeter,GB,GB-DEV,en
"Joey Bada$$",Brooklyn,US,US-NY,en
"Justice",Paris,FR,FR-75,fr
"Kaiser Chiefs",Leeds,GB,GB-LDS,en
"Kesha",Los Angeles,US,US-CA,en
"Kid Cudi",Cleveland,US,US-OH,en
"Kid Sister",Chicago,US,US-IL,en
"Klaxons",London,GB,GB-LND,en
"L'Impératrice",Paris,FR,FR-75,fr
"Ladyhawke",Masterton,NZ,NZ-WGN,en
"Liam Lynch",New Brunswick,US,US-NJ,en
"Liars",Brooklyn,US,US-NY,en
"Liberación",Monterrey,MX,MX-NLE,es
"LightSkinKeisha",Atlanta,US,US-GA,en
"Lil Jon & The East Side Boys",Atlanta,US,US-GA,en
"Lil Scrappy",Atlanta,US,US-GA,en
"Lil Shordie Scott",Atlanta,US,US-GA,en
"Lil Whyte",Nashville,US,US-TN,en
"Linda Martell",Leesville,US,US-SC,en
"Liquids",Gary,US,US-IN,en
"Lit",Fullerton,US,US-CA,en
"Lithics",Portland,US,US-OR,en
"Little Glitches",London,GB,GB-LND,en
"Long Island Sound",Dublin,IE,IE-D,en
"Los Askis",Mexico City,MX,MX-CMX,es
"Los BlueCaps",Asunción,PY,PY-ASU,es
"Los Caligaris",Córdoba,AR,AR-X,es
"Los Dos Carnales",San Pedro,MX,MX-COA,es
"Los Inquietos del Norte",Guadalajara,MX,MX-JAL,es
"Los Joao",Xalapa,MX,MX-VER,es
"Los Karkik's",Hacienda de Cabañas,MX,MX-GRO,es
"Los Líderes",Medellín,CO,CO-ANT,es
"Los Platinos",Santo Domingo,DO,DO-01,es
"Los Plebeyos",Monterrey,MX,MX-NLE,es
"Martin L. Gore",London,GB,GB-LND,en
"Medal of Honor",Los Angeles,US,US-CA,en
"Primal Scream",Glasgow,GB,GB-GLG,en
"Primitive Radio Gods",Santa Barbara,US,US-CA,en
"Primus",El Sobrante,US,US-CA,en
"Princess Nokia",New York City,US,US-NY,en
"Project Pat",Memphis,US,US-TN,en
"Propagandhi",Portage la Prairie,CA,CA-MB,en
"Psy",Seoul,KR,KR-11,ko
"Public Image Ltd.",London,GB,GB-LND,en
"Q-Tip",New York City,US,US-NY,en
"Quantic",Reading,GB,GB-RDG,en
"Queens Of The Stone Age",Palm Desert,US,US-CA,en
"Quiet Riot",Los Angeles,US,US-CA,en
"Quincy Jones",Chicago,US,US-IL,en
"RJD2",Eugene,US,US-OR,en
"Radio Futura",Madrid,ES,ES-MD,es
"Ram Jam",New York City,US,US-NY,en
"Rammstein",Berlin,DE,DE-BE,de
"Ramones",New York City,US,US-NY,en
"Rancid",Berkeley,US,US-CA,en
