Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"P!nk",Doylestown,US,US-PA,en
"P.O.D.",San Diego,US,US-CA,en
"PANIC! At The Disco",Las Vegas,US,US-NV,en
"Paper Route",Nashville,US,US-TN,en
"Passion Pit",Cambridge,US,US-MA,en
"Pat Martino, Sonny Rollins",Philadelphia,US,US-PA,en
"Percy Faith and his Orchestra",Toronto,CA,CA-ON,en
"Peso Pluma, Grupo Frontera",Zapopan,MX,MX-JAL,es
"Peso Pluma, Ovy On The Drums",Zapopan,MX,MX-JAL,es
"Pete and the Pirates",Reading,GB,GB-RDG,en
"Peter Bjorn & John",Stockholm,SE,SE-AB,en
"Phillip Bailey, Phil Collins",Denver,US,US-CO,en
"Pickin' On Series",Nashville,US,US-TN,en
"Poison The Well",Miami,US,US-FL,en
"Public Image Ltd.",London,GB,GB-LND,en
"Q Lazarus",Neptune,US,US-NJ,en
"Queen",London,GB,GB-LND,en
"Radio 4",Brooklyn,US,US-NY,en
"René and Angela",Los Angeles,US,US-CA,en
"Requiem For A Dream",Coventry,GB,GB-COV,en
"Robert Randolph & The Family Band",Irvington,US,US-NJ,en
"Rocko",Atlanta,US,US-GA,en
"Roscoe Dash ft. Soulja Boy",Atlanta,US,US-GA,en
"Rusco, Amber Coffman, Sub Focus",Leeds,GB,GB-LDS,en
"SLF (Street Level Funk)",Belfast,GB,GB-BFS,en
"Salt 'N' Pepa, En Vogue",Queens,US,US-NY,en
"Salt N Pepa",Queens,US,US-NY,en
"Say Hi",Seattle,US,US-WA,en
"ScHoolboy Q",Los Angeles,US,US-CA,en
"Sergio Mendes & Brasil '66",Niterói,BR,BR-RJ,pt
"Shadows Fall",Springfield,US,US-MA,en
"She Wants Revenge",San Fernando Valley,US,US-CA,en
"Shout Out Louds",Stockholm,SE,SE-AB,en
"Simon Peter",London,GB,GB-LND,en
"Sir Joe Quarterman & Free Soul","Washington, D.C.",US,US-DC,en
"Sir Shina Peters",Lagos,NG,NG-LA,en
"Sir Sly",Los Angeles,US,US-CA,en
"Skinshape",London,GB,GB-LND,en
"Skinshape, Hollie Cook",London,GB,GB-LND,en
"Slave",Dayton,US,US-OH,en
"Sleigh Bells",Brooklyn,US,US-NY,en
"Slick Rick",London,GB,GB-LND,en
"Slick Rick feat. OutKast",London,GB,GB-LND,en
"Slothrust",Boston,US,US-MA,en
"Smoking Popes",Chicago,US,US-IL,en
"Sniff 'n' the Tears",London,GB,GB-LND,en
"Snow Tha Product",San Jose,US,US-CA,en
"Soap&Skin",Gnas,AT,AT-6,de
"Sofa Surfers",Vienna,AT,AT-9,de
"Sombr",New York City,US,US-NY,en
"Songs: Ohia",Lorain,US,US-OH,en
"Soulja Boy",Chicago,US,US-IL,en
"Soundgarden",Seattle,US,US-WA,en
"Space Of Variants",Vinnytsia,UA,UA-05,en
"Spacehog",Leeds,GB,GB-LDS,en
"Sparklehorse",Richmond,US,US-VA,en
"Sparks",Los Angeles,US,US-CA,en
"Spirit",Los Angeles,US,US-CA,en
"Sponge",Detroit,US,US-MI,en
"Spoon",Austin,US,US-TX,en
"Squarepusher",Chelmsford,GB,GB-ESS,en
"Squid Game",Seoul,KR,KR-11,ko
"St Germain",Saint-Germain-en-Laye,FR,FR-78,fr
"St Vincent",Dallas,US,US-TX,en
"Starship",San Francisco,US,US-CA,en
"Static-X",Los Angeles,US,US-CA,en
"Stephen Stills",Dallas,US,US-TX,en
"Stereolab",London,GB,GB-LND,en
"Steve Lacy",Compton,US,US-CA,en
"Stevie Nicks",Phoenix,US,US-AZ,en
"Stevie Ray Vaughan & Double Trouble",Dallas,US,US-TX,en
"Stevie Wonder",Saginaw,US,US-MI,en
"Stone Sour",Des Moines,US,US-IA,en
"Stone Temple Pilots",San Diego,US,US-CA,en
"Strawberry Alarm Clock",Los Angeles,US,US-CA,en
"Stéphane SAX, Amhed Spins",Paris,FR,FR-75,fr
"Suba feat. Cibelle",São Paulo,BR,BR-SP,pt
"Sublime",Long Beach,US,US-CA,en
"Suede",London,GB,GB-LND,en
"Sufjan Stevens",Detroit,US,US-MI,en
"Sugar Ray",Newport Beach,US,US-CA,en
"Sugarcult",Santa Barbara,US,US-CA,en
"Suicidal Tendencies",Venice,US,US-CA,en
"Suicide",New York City,US,US-NY,en
"Sun Kil Moon",San Francisco,US,US-CA,en
"Sun Ra",Birmingham,US,US-AL,en
"Supertramp",London,GB,GB-LND,en
"Survivor",Chicago,US,US-IL,en
"Swans",New York City,US,US-NY,en
"Sweet",London,GB,GB-LND,en
"T-Pain",Tallahassee,US,US-FL,en
"T.I.",Atlanta,US,US-GA,en
"T.S.O.L.",Long Beach,US,US-CA,en
"TLC",Atlanta,US,US-GA,en
"TOOL",Los Angeles,US,US-CA,en
"TV Girl",San Diego,US,US-CA,en
"TV on the Radio",Brooklyn,US,US-NY,en
"Talk Talk",London,GB,GB-LND,en
"Talking Heads",New York City,US,US-NY,en
"Tammy Wynette",Tremont,US,US-MS,en
"Tanya Tucker",Seminole,US,US-TX,en
"Taproot",Ann Arbor,US,US-MI,en
"Tash Sultana",Melbourne,AU,AU-VIC,en
"Taylor McFerrin, RYAT",New York City,US,US-NY,en
"Tchaikovsky",Votkinsk,RU,RU-UD,ru
"Tears For Fears",Bath,GB,GB-BAS,en
"Teddy Pendergrass",Philadelphia,US,US-PA,en
"Television",New York City,US,US-NY,en
"Tesla",Sacramento,US,US-CA,en
"The Anxiety, Willow Smith, Tyler Cole",Los Angeles,US,US-CA,en
"The Avener ft. Ane Brun",Nice,FR,FR-06,en
"The Bled",Tucson,US,US-AZ,en
"The Byrds",Los Angeles,US,US-CA,en
"The Cars",Boston,US,US-MA,en
"The Charlatans",West Midlands,GB,GB-WMD,en
"The Chi-Lites",Chicago,US,US-IL,en
"The Chicks",Dallas,US,US-TX,en
"The Chieftains;Jackson Browne",Dublin,IE,IE-D,en
"The Chordettes",Sheboygan,US,US-WI,en
"The Clash",London,GB,GB-LND,en
"The Commodores",Tuskegee,US,US-AL,en
"The Cox Family",Cotton Valley,US,US-LA,en
"The Cramps",Sacramento,US,US-CA,en
"The Cult",Bradford,GB,GB-WYK,en
"The Cure",Crawley,GB,GB-WSX,en
"The Damned",London,GB,GB-LND,en
"The Dandy Warhols",Portland,US,US-OR,en
"The Darkness",Lowestoft,GB,GB-SFK,en
"The Dead Milkmen",Philadelphia,US,US-PA,en
"The Decemberists",Portland,US,US-OR,en
"The Delfonics",Philadelphia,US,US-PA,en
"The Distillers",Los Angeles,US,US-CA,en
"The Doors",Los Angeles,US,US-CA,en
"The Drums",Brooklyn,US,US-NY,en
"The Edgar Winter Group",Beaumont,US,US-TX,en
"The Faint",Omaha,US,US-NE,en
"The Fall",Manchester,GB,GB-MAN,en
"The Fixx",London,GB,GB-LND,en
"The Flamingos",Chicago,US,US-IL,en
"The Friends of Distinction",Los Angeles,US,US-CA,en
"The Gap Band",Tulsa,US,US-OK,en
"The Go-Go's",Los Angeles,US,US-CA,en
"The Grass Roots",Los Angeles,US,US-CA,en
"The Growlers",Dana Point,US,US-CA,en
"The Guess Who",Winnipeg,CA,CA-MB,en
"The Highwaymen",Nashville,US,US-TN,en
"The Hollies",Manchester,GB,GB-MAN,en
"The Hood Internet",Chicago,US,US-IL,en
"The Human League",Sheffield,GB,GB-SHF,en
"The Instruction (Rock)",London,GB,GB-LND,en
"The Internet",Los Angeles,US,US-CA,en
"The Internet, Jesse Boykins III",Los Angeles,US,US-CA,en
"The Internet, Mac Miller",Los Angeles,US,US-CA,en
"The Internet, Tay Walker",Los Angeles,US,US-CA,en
"The Internet, Yuna Zarai",Los Angeles,US,US-CA,en
"The Interrupters",Los Angeles,US,US-CA,en
"The J. Geils Band",Worcester,US,US-MA,en
"The Jesus Lizard",Austin,US,US-TX,en
"The Judds",Ashland,US,US-KY,en
"The Kingsmen",Portland,US,US-OR,en
"The Kinks",London,GB,GB-LND,en
"The Knife",Gothenburg,SE,SE-O,en
"The Kooks",Brighton,GB,GB-BNH,en
"The La's",Liverpool,GB,GB-LIV,en
"The Living End",Melbourne,AU,AU-VIC,en
"The Lonely Island",Berkeley,US,US-CA,en
"The Magnetic Fields",Boston,US,US-MA,en
"The Mamas and the Papas",Los Angeles,US,US-CA,en
"The Mars Volta",El Paso,US,US-TX,en
"The Marshall Tucker Band",Spartanburg,US,US-SC,en
"The Meters",New Orleans,US,US-LA,en
"The Mighty Mighty BossToneS",Boston,US,US-MA,en
"The Mighty Rhyeders",Miami,US,US-FL,en
