Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Tupac,"New York City, NY",US,US-NY,en
Twisted Sister,Ho-Ho-Kus,US,US-NJ,en
Ty Segall,Laguna Beach,US,US-CA,en
Tycho,San Francisco,US,US-CA,en
Tyga,Compton,US,US-CA,en
Tyler Childers,Lawrence County,US,US-KY,en
"Tyler, The Creator",Ladera Heights,US,US-CA,en
UB40,Birmingham,GB,GB-BIR,en
Ultra Vivid Scene,New York City,US,US-NY,en
Ulver,Oslo,NO,NO-03,en
Uncle Kracker,Mount Clemens,US,US-MI,en
Underworld,Cardiff,GB,GB-CRD,en
Unida,Palm Desert,US,US-CA,en
Unknown Mortal Orchestra,Auckland,NZ,NZ-AUK,en
Unwound,Olympia,US,US-WA,en
Uriah Heep,London,GB,GB-LND,en
Usher,Dallas,US,US-TX,en
Vacations,Newcastle,AU,AU-NSW,en
Valentín Elizalde,Etchojoa,MX,MX-SON,es
Vampire Weekend,New York City,US,US-NY,en
Van Halen,Pasadena,US,US-CA,en
Van Morrison,Belfast,GB,GB-BFS,en
Vance Joy,Melbourne,AU,AU-VIC,en
Vandenberg,Amsterdam,NL,NL-NH,en
Vasco Rossi,Zocca,IT,IT-45,it
Vertical Horizon,"Georgetown, Washington, D.C.",US,US-DC,en
Veruca Salt,Chicago,US,US-IL,en
Vetiver,San Francisco,US,US-CA,en
Vico C,Brooklyn,US,US-NY,es
Victor Jara,Santiago,CL,CL-RM,es
Vieux Farka Touré,Niafunké,ML,ML-6,fr
Village People,New York City,US,US-NY,en
Vince Gill,Norman,US,US-OK,en
Virus,La Plata,AR,AR-B,es
Visage,London,GB,GB-LND,en
Vitas,Daugavpils,LV,LV-DGV,ru
Voxtrot,Austin,US,US-TX,en
WALK THE MOON,Cincinnati,US,US-OH,en
WITCH,Lusaka,ZM,ZM-09,en
Waka Flocka,Atlanta,US,US-GA,en
Walter Wanderley,Recife,BR,BR-PE,pt
Warren G,Long Beach,US,US-CA,en
Warren Zevon,Chicago,US,US-IL,en
Washed Out,Perry,US,US-GA,en
Waylon Jennings,Littlefield,US,US-TX,en
Ween,New Hope,US,US-PA,en
Weezer,Los Angeles,US,US-CA,en
Wesley Willis,Chicago,US,US-IL,en
Wham!,Bushey,GB,GB-HRT,en
White Zombie,New York City,US,US-NY,en
Whitney Houston,Newark,US,US-NJ,en
Whodini,Brooklyn,US,US-NY,en
Wild Nothing,Blacksburg,US,US-VA,en
Wiley,London,GB,GB-LND,en
Wilfrido Vargas,Altamira,DO,DO-18,es
William DeVaughn,"Washington, D.C.",US,US-DC,en
William Onyeabor,Enugu,NG,NG-EN,en
Willie Nelson,Abbott,US,US-TX,en
Wings,London,GB,GB-LND,en
Wintergatan,Gothenburg,SE,SE-O,en
Wire,London,GB,GB-LND,en
Wishbone Ash,Torquay,GB,GB-TBY,en
Wiz Khalifa,Minot,US,US-ND,en
Wyclef Jean,Croix-des-Bouquets,HT,HT-OU,en
X,Los Angeles,US,US-CA,en
XTC,Swindon,GB,GB-SWD,en
Yacht,Portland,US,US-OR,en
Yazoo,Basildon,GB,GB-ESS,en
Yeah Yeah Yeahs,New York City,US,US-NY,en
Yeasayer,Brooklyn,US,US-NY,en
Yelle,Saint-Brieuc,FR,FR-22,fr
Yellowcard,Jacksonville,US,US-FL,en
Yellowman,Kingston,JM,JM-01,en
Yes,London,GB,GB-LND,en
Ying Yang Twins,Atlanta,US,US-GA,en
Yma Sumac,Callao,PE,PE-CAL,es
Yo Gotti,Memphis,US,US-TN,en
Yo La Tengo,Hoboken,US,US-NJ,en
Yo-Yo Ma,Paris,FR,FR-75,en
Young Buck,Nashville,US,US-TN,en
Young Dolph,Chicago,US,US-IL,en
Young the Giant,Irvine,US,US-CA,en
Youth Brigade,Hollywood,US,US-CA,en
Yseult,Tergnier,FR,FR-02,fr
Yung Lean,Stockholm,SE,SE-AB,en
ZZ Top,Houston,US,US-TX,en
Zacarías Ferreíra,Tamboril,DO,DO-25,es
alt-J,Leeds,GB,GB-LDS,en
deadmau5,Niagara Falls,CA,CA-ON,en
of Montreal,Athens,US,US-GA,en
