Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"Adam Dornblum, Bill Frisell, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, David Fathead Newman, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Jane Monheit, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Rahsaan Roland Kirk, Mocean Worker",New York City,US,US-NY,en
"8Uno ft. Airam Páez",Las Palmas,ES,ES-GC,es
"Against Me!",Gainesville,US,US-FL,en
"Andy Bullock",London,GB,GB-LND,en
"Anoraak",Nantes,FR,FR-44,en
"Arvo Pärt",Paide,EE,EE-52,et
"B.o.B",Decatur,US,US-GA,en
"Bat for Lashes",London,GB,GB-LND,en
"Black Kids",Jacksonville,US,US-FL,en
"Boards Of Canada",Edinburgh,GB,GB-EDH,en
"Bob Marley & The Wailers",Kingston,JM,JM-01,en
"Bob Marley and The Wailers",Kingston,JM,JM-01,en
"Bob Seger & The Silver Bullet Band",Detroit,US,US-MI,en
"Bob Vylan",London,GB,GB-LND,en
"Bobby Valentino",Jackson,US,US-MS,en
"Bon Iver",Eau Claire,US,US-WI,en
"Booba",Boulogne-Billancourt,FR,FR-92,fr
"BossMan Dlow",Port Salerno,US,US-FL,en
"Brandy & Monica",McComb,US,US-MS,en
"Britney Spears",McComb,US,US-MS,en
"CCTV",St. Louis,US,US-MO,en
"CSS",São Paulo,BR,BR-SP,en
"Calvin Harris",Dumfries,GB,GB-DGY,en
"Chad hates George.",Dallas,US,US-TX,en
"Charlie Daniels",Wilmington,US,US-NC,en
"Cherry Glazerr",Los Angeles,US,US-CA,en
"Chromeo",Montreal,CA,CA-QC,en
"Cobra Starship",New York City,US,US-NY,en
"Coconut Records",Los Angeles,US,US-CA,en
"Cold Cave",Philadelphia,US,US-PA,en
"Corey Taylor",Des Moines,US,US-IA,en
"Dan Black",Reading,GB,GB-RDG,en
"Danger",Lyon,FR,FR-69,en
"Dead End America, Steve Hanford, Tony Avila, Mike IX Williams",Portland,US,US-OR,en
"Dinosaur Jr.",Amherst,US,US-MA,en
"Dr. Dre",Compton,US,US-CA,en
"Dr. Dre feat. Eddie Griffin",Compton,US,US-CA,en
"Dr. Dre feat. Eminem",Compton,US,US-CA,en
"Dr. Dre feat. Hittman",Compton,US,US-CA,en
"Dr. Dre feat. Jake Steed",Compton,US,US-CA,en
"Dr. Dre feat. Mel-Man & Charis Henry",Compton,US,US-CA,en
"Dr. Dre feat. Traci Nelson, Ms. Roq & Eddie Griffin",Compton,US,US-CA,en
"Dr. Dre, DeFari, Xzibit, Knoc-Turn'Al, Time Bomb, King T, MC Ren, Kokane",Compton,US,US-CA,en
"Dr. Dre, Hittman, Kurupt, Ms. Roq",Compton,US,US-CA,en
"Dr. Dre, Knoc-Turn'Al, Hittman",Compton,US,US-CA,en
"Empire Of The Sun",Sydney,AU,AU-NSW,en
"Fairfield Convention",London,GB,GB-LND,en
"Flyleaf Vs. The Legion Of Doom",Belton,US,US-TX,en
"Franki Valli",Newark,US,US-NJ,en
"G-Eazy",Oakland,US,US-CA,en
"Godspeed You! Black Emperor",Montreal,CA,CA-QC,en
"Gr33c",London,GB,GB-LND,en
"Grupo Kual Dinastia Pedraza",Mexico City,MX,MX-CMX,es
"Harry McClintock",Knoxville,US,US-TN,en
"Howlin Wolf",White Station,US,US-MS,en
"Iggy and the Stooges",Ann Arbor,US,US-MI,en
"Ingrid Lutz",Berlin,DE,DE-BE,de
"James Holden, The Animal Spirits",Exeter,GB,GB-DEV,en
"Jeannie C. Riley",Anson,US,US-TX,en
"Jerry Reed",Atlanta,US,US-GA,en
"Johann Strauss II",Vienna,AT,AT-9,de
"John Conlee",Versailles,US,US-KY,en
"John Michael Montgomery",Danville,US,US-KY,en
