Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
Los Rieleros Del Norte,Ojinaga,MX,MX-CHH,es
Los Socios Del Ritmo,Campeche,MX,MX-CAM,es
Los Tigrillos,Monterrey,MX,MX-NLE,es
Los Titanes De Durango,Canelas,MX,MX-DUR,es
Love Doctor,Tbilisi,GE,GE-TB,ka
Love Jones,Louisville,US,US-KY,en
LsDirty,Rome,IT,IT-RM,en
Lucha Kumbia,Los Angeles,US,US-CA,es
Lucille Bogan,Amory,US,US-MS,en
M,London,GB,GB-LND,en
MC Chris,Libertyville,US,US-IL,en
MDC,Austin,US,US-TX,en
MFSB,Philadelphia,US,US-PA,en
Machinedrum,Newark,US,US-NY,en
Maco Mamuko,Macau,CN,CN-MO,zh
Mad at Gravity,Orange County,US,US-CA,en
Made in Mexico,Providence,US,US-RI,en
Madhavas,Gurgaon,IN,IN-HR,hi
Magic & Naked,Geneva,CH,CH-GE,en
Mahavishnu Orchestra,New York City,US,US-NY,en
Majek Fashek,Benin City,NG,NG-ED,en
Man Parrish,New York City,US,US-NY,en
Mantronix,New York City,US,US-NY,en
Margo Guryan,New York City,US,US-NY,en
Maribou State,Hertfordshire,GB,GB-HRT,en
Marin Marais,Paris,FR,FR-75,fr
Martin L. Gore,London,GB,GB-LND,en
Mary Gauthier,New Orleans,US,US-LA,en
Mary Jane Girls,Los Angeles,US,US-CA,en
Masego,Kingston,JM,JM-01,en
Mathieu Edward,Cergy,FR,FR-95,fr
Mato Wayuhi,Pine Ridge,US,US-SD,en
Max Bruch,Cologne,DE,DE-NW,de
Maya Jane Coles,London,GB,GB-LND,en
McBride & the Ride,Nashville,US,US-TN,en
Medal of Honor music composer,Los Angeles,US,US-CA,en
Medusa,London,GB,GB-LND,en
Mel McDaniel,Checotah,US,US-OK,en
Melenas,Pamplona,ES,ES-NC,es
MellowHype,Los Angeles,US,US-CA,en
Menahan Street Band,Brooklyn,US,US-NY,en
Menomena,Portland,US,US-OR,en
Mi Banda El Mexicano,Mazatlán,MX,MX-SIN,es
Michael Cleveland,Henryville,US,US-IN,en
Michael Martin Murphey,Dallas,US,US-TX,en
Michael Sembello,Philadelphia,US,US-PA,en
Michael Tello,Los Angeles,US,US-CA,en
Midlake,Denton,US,US-TX,en
Midnight,Cleveland,US,US-OH,en
Midnight Star,Frankfort,US,US-KY,en
Miguel Mateos,Buenos Aires,AR,AR-C,es
Mike & The Moonpies,Austin,US,US-TX,en
Mike Oldfield,Reading,GB,GB-RDG,en
Mike Sherm,Antioch,US,US-CA,en
Miles Davis,Alton,US,US-IL,en
Milk & Bone,Montreal,CA,CA-QC,en
Milkavelli,London,GB,GB-LND,en
Millie Jackson,Thomson,US,US-GA,en
Millie Small,Clarendon,JM,JM-13,en
Milo,Chicago,US,US-IL,en
Minutemen,San Pedro,US,US-CA,en
Miossec,Brest,FR,FR-29,fr
Mirror Kisses,Richmond,US,US-VA,en
Mission of Burma,Boston,US,US-MA,en
Mississippi Fred McDowell,Rossville,US,US-TN,en
Mississippi John Hurt,Teoc,US,US-MS,en
Mist,Birmingham,GB,GB-BIR,en
Misty in Roots,Southall,GB,GB-LND,en
Mitch Ryder & The Detroit Wheels,Detroit,US,US-MI,en
Mobb Deep,Queens,US,US-NY,en
Modern Lovers,Boston,US,US-MA,en
Moe.,Buffalo,US,US-NY,en
Molly Hatchet,Jacksonville,US,US-FL,en
Mon Laferte,Viña del Mar,CL,CL-VS,es
Mono,Tokyo,JP,JP-13,en
Montrose,San Francisco,US,US-CA,en
Moon Mullican,Polk County,US,US-TX,en
Morrissey,Davyhulme,GB,GB-TRA,en
Mort Garson,Saint John,CA,CA-NB,en
Mount Kimbie,London,GB,GB-LND,en
Mount Westmore,Oakland,US,US-CA,en
Mountain Goats,Claremont,US,US-CA,en
Mouse on Mars,Düsseldorf,DE,DE-NW,en
Mouth & MacNeal,Amsterdam,NL,NL-NH,en
Move D,Heidelberg,DE,DE-BW,en
Moving Units,Los Angeles,US,US-CA,en
Mudhoney,Seattle,US,US-WA,en
Muerto en vida,Madrid,ES,ES-MD,es
Mura Masa,Guernsey,GG,GG,en
Muse,Teignmouth,GB,GB-DEV,en
Musiq Soulchild,Philadelphia,US,US-PA,en
Mutabaruka,Kingston,JM,JM-01,en
Mutiilation,Grabels,FR,FR-34,en
Muzz,New York City,US,US-NY,en
Mykki Blanco,Orange County,US,US-CA,en
Nails,Oxnard,US,US-CA,en
Naked Raygun,Chicago,US,US-IL,en
Nara Leão,Vitória,BR,BR-ES,pt
Nate Dogg,Long Beach,US,US-CA,en
National Philharmonic Orchestra,London,GB,GB-LND,en
Native,New York City,US,US-NY,en
Natural Child,Nashville,US,US-TN,en
Nazar,Vienna,AT,AT-9,de
Nazz,Philadelphia,US,US-PA,en
Nebula,Los Angeles,US,US-CA,en
Nekrogoblikon,Santa Barbara,US,US-CA,en
Nellie McKay,London,GB,GB-LND,en
Nelson,Santa Monica,US,US-CA,en
Neneh Cherry,Stockholm,SE,SE-AB,en
New Radicals,Los Angeles,US,US-CA,en
New York Dolls,New York City,US,US-NY,en
Newsboys,Mooloolaba,AU,AU-QLD,en
Nez,Chicago,US,US-IL,en
Nick Cave and the Bad Seeds,Melbourne,AU,AU-VIC,en
Nick Drake,Rangoon,MM,MM-06,en
Nick Lowe,Walton-on-Thames,GB,GB-SRY,en
Nick Waterhouse,Santa Ana,US,US-CA,en
Nicky Jam,Boston,US,US-MA,es
Nicolas Godin,Paris,FR,FR-75,fr
Nicolas Jaar,New York City,US,US-NY,en
Nicolette Larson,Helena,US,US-MT,en
Nightmares on Wax,Leeds,GB,GB-LDS,en
Nigo,Maebashi,JP,JP-10,ja
Nilufer Yanya,London,GB,GB-LND,en
Nino Ferrer,Genoa,IT,IT-42,fr
Nipsey Hussle,Los Angeles,US,US-CA,en
Nitzer Ebb,Chelmsford,GB,GB-ESS,en
No Joy,Montreal,CA,CA-QC,en
No Means No,Victoria,CA,CA-BC,en
Noah Kahan,Strafford,US,US-VT,en
Nofx,Los Angeles,US,US-CA,en
Nomads,Los Angeles,US,US-CA,en
Noname,Chicago,US,US-IL,en
Norah Jones,New York City,US,US-NY,en
Norma Jean,Douglasville,US,US-GA,en
Normani,Atlanta,US,US-GA,en
Nu Shooz,Portland,US,US-OR,en
Nujabes,Minato,JP,JP-13,ja
Numbers,San Francisco,US,US-CA,en
O.G.C.,Brooklyn,US,US-NY,en
O.T. Genasis,Atlanta,US,US-GA,en
Oasis,Manchester,GB,GB-MAN,en
Obie Trice,Detroit,US,US-MI,en
Ocean Colour Scene,Birmingham,GB,GB-BIR,en
Odessa,Santa Rosa,US,US-CA,en
Odetta,Birmingham,US,US-AL,en
Off!,Los Angeles,US,US-CA,en
Offset,Lawrenceville,US,US-GA,en
Oingo Boingo,Los Angeles,US,US-CA,en
Old 97's,Dallas,US,US-TX,en
Oliver,Los Angeles,US,US-CA,en
