Artist,City,Country (ISO 3166-1),Region (ISO 3166-2),Language (ISO 639-1)
"3OH!3",Boulder,US,US-CO,en
"8Uno ft. Airam Páez",Las Palmas,ES,ES-GC,es
"? and the Mysterians",Bay City,US,US-MI,en
"AJJ (Andrew Jackson Jihad)",Phoenix,US,US-AZ,en
"Adam Dornblum, Bill Frisell, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, David Fathead Newman, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Jane Monheit, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Les McCann, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Mocean Worker",New York City,US,US-NY,en
"Adam Dornblum, Rahsaan Roland Kirk, Mocean Worker",New York City,US,US-NY,en
"Afida Turner",Les Lilas,FR,FR-93,fr
"Against Me!",Gainesville,US,US-FL,en
"Ambrosia Parsley, Adam Dornblum, Mocean Worker",Reseda,US,US-CA,en
"Apes Of The State",Lancaster,US,US-PA,en
"Arvo Pärt",Paide,EE,EE-52,et
"A‐Trak",Montreal,CA,CA-QC,en
"B.o.B",Decatur,US,US-GA,en
"Bat for Lashes",London,GB,GB-LND,en
"Billy Allen + The Pollies",Muscle Shoals,US,US-AL,en
"Black Kids",Jacksonville,US,US-FL,en
"Bob Marley & The Wailers, LVNDSCAPE, Bolier",Nine Mile,JM,JM-06,en
"Booker T. & The M.G.s",Memphis,US,US-TN,en
"Bran Van 3000",Montreal,CA,CA-QC,en
"Britney Spears",McComb,US,US-MS,en
"Buck Owens",Sherman,US,US-TX,en
"C.W. McCall",Audubon,US,US-IA,en
"CCTV (Chucklehead Chimps Tree Vandalism)",St. Louis,US,US-MO,en
"CRYPTIC",London,GB,GB-LND,en
"CSS",São Paulo,BR,BR-SP,en
"Calvin Harris",Dumfries,GB,GB-DGY,en
"Cansei de Ser Sexy",São Paulo,BR,BR-SP,en
"Cansei de Ser Sexy, Calvin Harris",São Paulo,BR,BR-SP,en
"Cassettes Won't Listen",Brooklyn,US,US-NY,en
"Chad hates George.",Dallas,US,US-TX,en
"Charlie Clouser",Hanover,US,US-NH,en
"Charlie Daniels",Wilmington,US,US-NC,en
"Cherry Glazerr",Los Angeles,US,US-CA,en
"Chris Thomas King",Baton Rouge,US,US-LA,en
"Chromeo",Montreal,CA,CA-QC,en
"City Sleeps",Union Springs,US,US-AL,en
"Cobra Starship",New York City,US,US-NY,en
"Coconut Records",Los Angeles,US,US-CA,en
"Cold Cave",Philadelphia,US,US-PA,en
"Colonel Loud ft. T.I., Young Dolph, Ricco Barrino",Atlanta,US,US-GA,en
"Corey Taylor",Des Moines,US,US-IA,en
"Cosculluela ft. Nicky Jam",Humacao,PR,PR,es
"Coyote J. Calhoun",Nashville,US,US-TN,en
"Crag Legs & Not Half Bad",Fort Worth,US,US-TX,en
"Cubic Zirconia",New York City,US,US-NY,en
"DJ Maikel Music",Amsterdam,NL,NL-NH,en
"Daddy Yankee feat. Anuel AA",San Juan,PR,PR,es
"Damian \"Jr. Gong\" Marley Ft. Bobby Brown",Kingston,JM,JM-01,en
"Damian Marley",Kingston,JM,JM-01,en
"Dan Black",Reading,GB,GB-RDG,en
"Danger",Lyon,FR,FR-69,en
"DatA",Paris,FR,FR-75,en
"Datarock",Bergen,NO,NO-46,en
"David Bowie, Queen",London,GB,GB-LND,en
"Dead End America, Steve Hanford, Tony Avila",Portland,US,US-OR,en
"Dead End America, Steve Hanford, Tony Avila, Mike IX Williams",Portland,US,US-OR,en
"Deastro",Detroit,US,US-MI,en
"Digable Planets",Brooklyn,US,US-NY,en
"Dink Roberts",Haw River,US,US-NC,en
"Dinosaur Jr.",Amherst,US,US-MA,en
"Dirty Projectors",Brooklyn,US,US-NY,en
"Discovery",New York City,US,US-NY,en
"Does It Offend You, Yeah?",Reading,GB,GB-RDG,en
"Dr. Buzzard's Original Savannah Band",New York City,US,US-NY,en
"Dr. Dog",Philadelphia,US,US-PA,en
"Dr. Dre",Compton,US,US-CA,en
"Dr. Dre & Snoop Dogg",Compton,US,US-CA,en
"Dr. Dre feat. Devin the Dude & Snoop Dogg",Compton,US,US-CA,en
"Dr. Dre feat. Eddie Griffin",Compton,US,US-CA,en
"Dr. Dre feat. Eminem",Compton,US,US-CA,en
"Dr. Dre feat. Hittman",Compton,US,US-CA,en
"Dr. Dre feat. Hittman & Ms. Roq",Compton,US,US-CA,en
"Dr. Dre feat. Hittman, Kurupt, Nate Dogg & Six-Two",Compton,US,US-CA,en
"Dr. Dre feat. Jake Steed",Compton,US,US-CA,en
"Dr. Dre feat. Kurupt & Hittman",Compton,US,US-CA,en
"Dr. Dre feat. Mary J. Blige & Rell",Compton,US,US-CA,en
"Dr. Dre feat. Mel-Man & Charis Henry",Compton,US,US-CA,en
"Dr. Dre feat. Snoop Dogg",Compton,US,US-CA,en
"Dr. Dre feat. Snoop Dogg, Hittman & Six-Two",Compton,US,US-CA,en
"Dr. Dre feat. Traci Nelson, Ms. Roq & Eddie Griffin",Compton,US,US-CA,en
"Dr. Dre feat. Xzibit & Tray-Dee",Compton,US,US-CA,en
"Dr. Dre, DeFari, Xzibit, Knoc-Turn'Al, Time Bomb, King T, MC Ren, Kokane",Compton,US,US-CA,en
"Dr. Dre, Eminem, Xzibit",Compton,US,US-CA,en
"Dr. Dre, Hittman, Kurupt, Ms. Roq",Compton,US,US-CA,en
"Dr. Dre, Knoc-Turn'Al, Hittman",Compton,US,US-CA,en
"Dr. John",New Orleans,US,US-LA,en
"Dr. Lonnie Smith",Lackawanna,US,US-NY,en
"Earl Scruggs, Doc Watson & Ricky Skaggs",Shelby,US,US-NC,en
"Edie Brickell & New Bohemians",Dallas,US,US-TX,en
"Emanuel",Louisville,US,US-KY,en
"Emigrate",Berlin,DE,DE-BE,en
"Empire Of The Sun",Sydney,AU,AU-NSW,en
"Eric B. & Rakim",Long Island,US,US-NY,en
"Fairfield Convention",London,GB,GB-LND,en
"Fairfield Four",Nashville,US,US-TN,en
"Fightstar",London,GB,GB-LND,en
"Five Man Electrical Band",Ottawa,CA,CA-ON,en
"Flight Of The Conchords",Wellington,NZ,NZ-WGN,en
"Florence + The Machine",London,GB,GB-LND,en
"Flyleaf Vs. The Legion Of Doom",Belton,US,US-TX,en
"Frank Zappa and The Mothers with Captain Beefheart",Baltimore,US,US-MD,en
"Franki Valli",Newark,US,US-NJ,en
"Frankie Valli & The Four Seasons",Newark,US,US-NJ,en
"Free Blood",New York City,US,US-NY,en
"Friendly Fires",St Albans,GB,GB-HRT,en
"Fun.",New York City,US,US-NY,en
"G-Eazy",Oakland,US,US-CA,en
"Gavin Turek",Los Angeles,US,US-CA,en
"George Lam (林子祥)",Hong Kong,CN,CN-HK,zh
"Ghostland Observatory",Austin,US,US-TX,en
"Godspeed You! Black Emperor",Montreal,CA,CA-QC,en
"Goose",Norwalk,US,US-CT,en
"Gwen Stefani and Sublime",Fullerton,US,US-CA,en
"Hank Williams Jr.",Shreveport,US,US-LA,en
"Harold Melvin & The Blue Notes",Philadelphia,US,US-PA,en
"Harry McClintock",Knoxville,US,US-TN,en
"HeartsRevolution",New York City,US,US-NY,en
"Herbert E. Sacker, Nina Simone, Mocean Worker",New York City,US,US-NY,en
"Hockey",Portland,US,US-OR,en
"Houndsmouth",New Albany,US,US-IN,en
"Hypnotize Camp Posse",Memphis,US,US-TN,en
"ID",London,GB,GB-LND,en
"Iggy Pop & The Stooges",Ann Arbor,US,US-MI,en
"Iglu & Hartly",Los Angeles,US,US-CA,en
"InnerPartySystem",Mohnton,US,US-PA,en
"It Dies Today",Buffalo,US,US-NY,en
"J-Clutch",London,GB,GB-LND,en
"JUNIOR SENIOR",Aars,DK,DK-81,en
"James Holden, The Animal Spirits",Exeter,GB,GB-DEV,en
"James Ingram ft. Michael McDonald",Akron,US,US-OH,en
"Jay Ski, The Quad City DJ's",Jacksonville,US,US-FL,en
"Jay-Z feat. Fela Kuti",New York City,US,US-NY,en
"Jeannie C. Riley",Anson,US,US-TX,en
"Jellybones",London,GB,GB-LND,en
"Joey Bada$$",Brooklyn,US,US-NY,en
"John Harrison with the Wichita State University Chamber Players",Wichita,US,US-KS,en
"John R. Butler",Tulsa,US,US-OK,en
"John Snipes",Hillsborough,US,US-NC,en
"Julian Plenti",New York City,US,US-NY,en
"Junior Boys",Hamilton,CA,CA-ON,en
"Justice",Paris,FR,FR-75,en
"Kaiser Chiefs",Leeds,GB,GB-LDS,en
"Kesha",Los Angeles,US,US-CA,en
"Kesha, 3OH!3, DJ Skeet Skeet",Los Angeles,US,US-CA,en
"KiD CuDi ft. MGMT & Ratatat",Cleveland,US,US-OH,en
"Kid Cudi",Cleveland,US,US-OH,en
"Kid Sister",Chicago,US,US-IL,en
